time,predictions,actual,difference
2018-03-01,86.70492933211965,87.359,-0.6540706678803474
2018-04-01,98.23064035141022,105.236,-7.005359648589788
2018-05-01,120.2453860329179,132.588,-12.342613967082087
2018-06-01,145.43273245816334,155.887,-10.454267541836657
2018-07-01,158.83032740305885,158.913,-0.08267259694116547
2018-08-01,147.16582829746287,148.338,-1.1721717025371277
2018-09-01,130.20495333238,126.316,3.888953332379998
2018-10-01,111.21623999440536,113.137,-1.9207600055946443
2018-11-01,97.66699601183004,97.245,0.4219960118300321
2018-12-01,85.99940485511215,85.975,0.02440485511215229
2019-01-01,82.26200385112715,81.941,0.3210038511271449
2019-02-01,78.68005273741937,74.785,3.895052737419377
2019-03-01,88.47890302376946,86.644,1.8349030237694564
2019-04-01,99.13894415610037,101.021,-1.8820558438996358
2019-05-01,124.2749279678625,126.686,-2.411072032137511
2019-06-01,149.72769552104305,142.461,7.266695521043033
2019-07-01,157.65115598624715,155.297,2.35415598624715
2019-08-01,151.16710574967496,153.544,-2.3768942503250514
2019-09-01,128.39797068800638,130.714,-2.316029311993617
2019-10-01,110.39625908374558,119.751,-9.354740916254428
2019-11-01,92.52794760464845,94.508,-1.9800523953515494
2019-12-01,88.2060716663177,91.049,-2.842928333682309
2020-01-01,82.17625428623413,85.293,-3.11674571376588
2020-02-01,75.48625064327693,77.893,-2.4067493567230684
2020-03-01,87.18296655848746,95.139,-7.956033441512531
2020-04-01,99.26666937872216,110.958,-11.691330621277842
2020-05-01,125.99212112797385,131.509,-5.51687887202614
2020-06-01,145.24694903764424,151.181,-5.934050962355769
2020-07-01,156.28381606824286,166.565,-10.281183931757141
2020-08-01,148.06552598062837,145.841,2.224525980628357
2020-09-01,127.71031778983098,126.513,1.1973177898309757
2020-10-01,107.03150315202312,110.453,-3.421496847976883
2020-11-01,95.0384151813475,89.248,5.790415181347498
2020-12-01,91.55339282923336,87.217,4.336392829233361
2021-01-01,81.88952400705708,82.393,-0.5034759929429242
2021-02-01,79.29647226353721,73.94,5.3564722635372135
2021-03-01,89.01567841248634,87.27,1.7456784124863418
2021-04-01,96.23815917754636,101.805,-5.566840822453642
2021-05-01,124.14610923814,136.343,-12.19689076185999
2021-06-01,144.38298905034517,147.826,-3.44301094965482
2021-07-01,155.14623280800964,167.442,-12.295767191990365
2021-08-01,149.48892579928292,154.812,-5.3230742007170875
2021-09-01,125.28715212438794,130.051,-4.7638478756120435
2021-10-01,114.48604344796084,109.229,5.257043447960839
2021-11-01,93.55499363602604,90.634,2.92099363602604
2021-12-01,88.80607205182865,85.351,3.455072051828651
2022-01-01,83.9453280866077,82.828,1.1173280866076993
2022-02-01,73.97871997639503,76.211,-2.2322800236049716
2022-03-01,90.37068426378356,87.477,2.8936842637835554
2022-04-01,101.6404773335734,101.17,0.47047733357339894
2022-05-01,128.57700592329527,126.8,1.7770059232952775
2022-06-01,145.78356826348923,157.143,-11.359431736510771
2022-07-01,158.45373613208514,172.495,-14.041263867914864
2022-08-01,150.16805004733598,153.73,-3.5619499526640084
2022-09-01,126.65493438033798,130.185,-3.5300656196620253
2022-10-01,112.18701320475688,117.025,-4.8379867952431255
2022-11-01,92.83469000499912,89.669,3.165690004999121
2022-12-01,87.47791453366838,86.959,0.5189145336683794
2023-01-01,82.68406949673266,80.813,1.8710694967326589
2023-02-01,76.26446634385994,74.814,1.4504663438599437
2023-03-01,88.21525006704626,93.289,-5.073749932953746
2023-04-01,102.19304888542425,110.027,-7.833951114575754
2023-05-01,129.90993605997585,133.863,-3.953063940024151
2023-06-01,147.50485171937171,160.242,-12.737148280628276
2023-07-01,161.11403194613817,171.653,-10.538968053861822
2023-08-01,154.9537683818531,167.915,-12.961231618146883
2023-09-01,132.0756360638255,130.279,1.7966360638255026
2023-10-01,113.19682052224132,115.071,-1.8741794777586733
2023-11-01,89.5103508499277,96.095,-6.584649150072295
2023-12-01,84.41773750724889,88.691,-4.273262492751115
2024-01-01,78.82851387282665,85.032,-6.203486127173349
2024-02-01,78.11485276911199,82.576,-4.4611472308880025
2024-03-01,89.42413839990384,101.842,-12.41786160009616
2024-04-01,98.98754202961013,111.976,-12.988457970389874
2024-05-01,129.1917426480079,151.869,-22.677257351992097
2024-06-01,150.2534631156716,154.609,-4.355536884328416
