Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2014-07-01,92.4,11.350000000000001,11.45,4.2,16.5,2.0999999999999996,2014.0,7.0,640.54,461.548,1111.0,1143.0,10313.0,823.0,2195.0,12961.0,1688600.0
2014-08-01,199.8,12.100000000000001,11.399999999999999,4.300000000000001,15.0,1.65,2014.0,8.0,634.085,441.565,1111.0,1143.0,10313.0,823.0,2195.0,12961.0,1688600.0
2014-09-01,152.10000000000002,13.8,13.0,4.45,14.0,1.4,2014.0,9.0,604.197,379.482,1111.0,1143.0,10313.0,823.0,2195.0,12961.0,1688600.0
2014-10-01,88.7,14.8,12.75,4.7,13.0,1.65,2014.0,10.0,611.217,348.448,1091.0,1345.0,11907.0,827.0,2214.0,13136.0,1688600.0
2014-11-01,52.599999999999994,16.05,13.7,4.85,14.5,2.25,2014.0,11.0,600.201,313.812,1091.0,1345.0,11907.0,827.0,2214.0,13136.0,1688600.0
2014-12-01,125.0,18.6,16.65,4.15,5.0,2.0,2014.0,12.0,599.835,298.821,1091.0,1345.0,11907.0,827.0,2214.0,13136.0,1688600.0
2015-01-01,15.7,20.95,17.95,3.4,2.0,1.35,2015.0,1.0,617.318,272.707,1048.0,1376.0,11706.0,785.0,1966.0,11072.0,1724900.0
2015-02-01,49.6,20.299999999999997,18.15,3.3,5.5,1.3,2015.0,2.0,582.785,254.749,1048.0,1376.0,11706.0,785.0,1966.0,11072.0,1724900.0
2015-03-01,74.2,20.0,17.85,3.45,6.5,1.6,2015.0,3.0,643.778,285.223,1048.0,1376.0,11706.0,785.0,1966.0,11072.0,1724900.0
2015-04-01,61.8,17.3,16.1,3.55,10.0,2.15,2015.0,4.0,597.814,304.417,1071.0,1387.0,12062.0,790.0,2054.0,11646.0,1724900.0
2015-05-01,136.10000000000002,14.2,13.9,3.45,9.5,2.15,2015.0,5.0,630.236,373.918,1071.0,1387.0,12062.0,790.0,2054.0,11646.0,1724900.0
2015-06-01,86.1,12.5,11.8,4.1,14.0,2.25,2015.0,6.0,616.775,421.473,1071.0,1387.0,12062.0,790.0,2054.0,11646.0,1724900.0
