Business demand trends

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20240826144648

Parameters
Date range,01 Jan 2010 - 30 Jun 2024
Region type,Zone
Time scale,Month
Business demand,All (excl NZAS)
Show,Total demand

Period start,Period end,Region ID,Region description,Selected business demand (GWh),Regional demand (GWh),Proportion of regional demand (%),National demand (GWh),Proportion of national demand (%)
01/07/2020,31/07/2020,LSI,Lower South Island,191.853,787.358,24.4,3885.162,4.9
01/08/2020,31/08/2020,LSI,Lower South Island,204.390,778.642,26.2,3746.627,5.5
01/09/2020,30/09/2020,LSI,Lower South Island,229.108,767.940,29.8,3557.671,6.4
01/10/2020,31/10/2020,LSI,Lower South Island,264.168,799.953,33.0,3524.138,7.5
01/11/2020,30/11/2020,LSI,Lower South Island,254.932,758.184,33.6,3282.677,7.8
01/12/2020,31/12/2020,LSI,Lower South Island,263.165,777.839,33.8,3319.776,7.9
01/01/2021,31/01/2021,LSI,Lower South Island,232.406,739.092,31.4,3251.758,7.1
01/02/2021,28/02/2021,LSI,Lower South Island,246.058,704.912,34.9,3065.085,8.0
01/03/2021,31/03/2021,LSI,Lower South Island,259.300,775.977,33.4,3367.803,7.7
01/04/2021,30/04/2021,LSI,Lower South Island,217.381,735.141,29.6,3271.144,6.6
01/05/2021,31/05/2021,LSI,Lower South Island,213.449,770.048,27.7,3613.144,5.9
01/06/2021,30/06/2021,LSI,Lower South Island,182.356,739.403,24.7,3620.248,5.0
01/07/2021,31/07/2021,LSI,Lower South Island,189.026,789.140,24.0,3911.043,4.8
01/08/2021,31/08/2021,LSI,Lower South Island,189.706,779.532,24.3,3735.518,5.1
01/09/2021,30/09/2021,LSI,Lower South Island,213.059,762.640,27.9,3500.675,6.1
01/10/2021,31/10/2021,LSI,Lower South Island,240.396,782.743,30.7,3417.332,7.0
01/11/2021,30/11/2021,LSI,Lower South Island,240.146,748.578,32.1,3283.579,7.3
01/12/2021,31/12/2021,LSI,Lower South Island,227.848,742.771,30.7,3250.744,7.0
01/01/2022,31/01/2022,LSI,Lower South Island,258.937,772.839,33.5,3309.088,7.8
01/02/2022,28/02/2022,LSI,Lower South Island,206.040,672.128,30.7,2994.316,6.9
01/03/2022,31/03/2022,LSI,Lower South Island,232.763,752.253,30.9,3322.279,7.0
01/04/2022,30/04/2022,LSI,Lower South Island,212.872,725.377,29.3,3193.306,6.7
01/05/2022,31/05/2022,LSI,Lower South Island,209.715,765.789,27.4,3506.596,6.0
01/06/2022,30/06/2022,LSI,Lower South Island,188.562,770.858,24.5,3626.541,5.2
01/07/2022,31/07/2022,LSI,Lower South Island,193.705,805.717,24.0,3867.454,5.0
01/08/2022,31/08/2022,LSI,Lower South Island,213.999,806.121,26.5,3819.744,5.6
01/09/2022,30/09/2022,LSI,Lower South Island,225.611,777.983,29.0,3555.607,6.3
01/10/2022,31/10/2022,LSI,Lower South Island,255.598,807.177,31.7,3525.041,7.3
01/11/2022,30/11/2022,LSI,Lower South Island,245.129,757.098,32.4,3235.236,7.6
01/12/2022,31/12/2022,LSI,Lower South Island,243.074,765.370,31.8,3235.090,7.5
01/01/2023,31/01/2023,LSI,Lower South Island,274.726,788.808,34.8,3269.629,8.4
01/02/2023,28/02/2023,LSI,Lower South Island,247.640,714.964,34.6,2987.939,8.3
01/03/2023,31/03/2023,LSI,Lower South Island,232.865,758.976,30.7,3262.319,7.1
01/04/2023,30/04/2023,LSI,Lower South Island,202.789,732.113,27.7,3181.890,6.4
01/05/2023,31/05/2023,LSI,Lower South Island,216.801,787.216,27.5,3560.963,6.1
01/06/2023,30/06/2023,LSI,Lower South Island,187.340,768.671,24.4,3637.642,5.2
01/07/2023,31/07/2023,LSI,Lower South Island,188.717,795.441,23.7,3827.601,4.9
01/08/2023,31/08/2023,LSI,Lower South Island,221.800,823.743,26.9,3993.331,5.6
01/09/2023,30/09/2023,LSI,Lower South Island,236.087,783.730,30.1,3491.623,6.8
01/10/2023,31/10/2023,LSI,Lower South Island,261.869,808.980,32.4,3469.761,7.5
01/11/2023,30/11/2023,LSI,Lower South Island,263.344,781.472,33.7,3276.148,8.0
01/12/2023,31/12/2023,LSI,Lower South Island,281.469,805.824,34.9,3335.235,8.4
01/01/2024,31/01/2024,LSI,Lower South Island,289.117,807.650,35.8,3380.764,8.6
01/02/2024,29/02/2024,LSI,Lower South Island,277.653,769.450,36.1,3225.684,8.6
01/03/2024,31/03/2024,LSI,Lower South Island,278.716,810.363,34.4,3393.768,8.2
01/04/2024,30/04/2024,LSI,Lower South Island,232.803,762.739,30.5,3323.179,7.0
01/05/2024,31/05/2024,LSI,Lower South Island,238.515,825.891,28.9,3795.754,6.3
01/06/2024,30/06/2024,LSI,Lower South Island,192.817,752.551,25.6,3578.530,5.4
01/01/2010,31/01/2010,UNI,Upper North Island,572.918,871.966,65.7,3191.764,17.9
01/02/2010,28/02/2010,UNI,Upper North Island,564.809,840.307,67.2,3023.802,18.7
01/03/2010,31/03/2010,UNI,Upper North Island,621.988,935.108,66.5,3398.322,18.3
01/04/2010,30/04/2010,UNI,Upper North Island,573.259,895.188,64.0,3256.956,17.6
01/05/2010,31/05/2010,UNI,Upper North Island,608.594,994.049,61.2,3527.135,17.3
01/06/2010,30/06/2010,UNI,Upper North Island,605.561,1045.615,57.9,3655.248,16.6
01/07/2010,31/07/2010,UNI,Upper North Island,624.114,1113.348,56.1,3853.833,16.2
01/08/2010,31/08/2010,UNI,Upper North Island,617.336,1089.962,56.6,3775.742,16.4
01/09/2010,30/09/2010,UNI,Upper North Island,582.868,1002.126,58.2,3510.578,16.6
01/10/2010,31/10/2010,UNI,Upper North Island,576.299,951.491,60.6,3464.560,16.6
01/11/2010,30/11/2010,UNI,Upper North Island,591.876,914.764,64.7,3327.106,17.8
01/12/2010,31/12/2010,UNI,Upper North Island,599.573,909.098,66.0,3316.975,18.1
01/01/2011,31/01/2011,UNI,Upper North Island,589.250,887.071,66.4,3227.141,18.3
01/02/2011,28/02/2011,UNI,Upper North Island,589.287,865.483,68.1,3037.961,19.4
01/03/2011,31/03/2011,UNI,Upper North Island,634.157,948.928,66.8,3309.534,19.2
01/04/2011,30/04/2011,UNI,Upper North Island,579.253,910.464,63.6,3274.738,17.7
01/05/2011,31/05/2011,UNI,Upper North Island,623.931,1009.434,61.8,3498.651,17.8
01/06/2011,30/06/2011,UNI,Upper North Island,604.750,1032.506,58.6,3550.332,17.0
01/07/2011,31/07/2011,UNI,Upper North Island,636.429,1115.286,57.1,3834.709,16.6
01/08/2011,31/08/2011,UNI,Upper North Island,635.853,1118.023,56.9,3861.973,16.5
01/09/2011,30/09/2011,UNI,Upper North Island,591.499,1019.116,58.0,3535.126,16.7
01/10/2011,31/10/2011,UNI,Upper North Island,587.716,965.135,60.9,3408.067,17.2
01/11/2011,30/11/2011,UNI,Upper North Island,597.309,926.603,64.5,3257.984,18.3
01/12/2011,31/12/2011,UNI,Upper North Island,587.775,909.385,64.6,3252.385,18.1
01/01/2012,31/01/2012,UNI,Upper North Island,575.891,883.583,65.2,3215.542,17.9
01/02/2012,29/02/2012,UNI,Upper North Island,585.690,871.826,67.2,3079.695,19.0
01/03/2012,31/03/2012,UNI,Upper North Island,618.671,935.766,66.1,3263.985,19.0
01/04/2012,30/04/2012,UNI,Upper North Island,576.289,900.002,64.0,3186.428,18.1
01/05/2012,31/05/2012,UNI,Upper North Island,646.474,1038.889,62.2,3568.813,18.1
01/06/2012,30/06/2012,UNI,Upper North Island,615.500,1059.889,58.1,3630.154,17.0
01/07/2012,31/07/2012,UNI,Upper North Island,632.578,1115.722,56.7,3767.891,16.8
01/08/2012,31/08/2012,UNI,Upper North Island,623.201,1075.461,57.9,3668.863,17.0
01/09/2012,30/09/2012,UNI,Upper North Island,593.840,993.876,59.7,3411.850,17.4
01/10/2012,31/10/2012,UNI,Upper North Island,614.265,982.753,62.5,3405.994,18.0
01/11/2012,30/11/2012,UNI,Upper North Island,599.539,929.098,64.5,3240.911,18.5
01/12/2012,31/12/2012,UNI,Upper North Island,593.762,906.263,65.5,3257.418,18.2
01/01/2013,31/01/2013,UNI,Upper North Island,600.334,894.642,67.1,3230.524,18.6
01/02/2013,28/02/2013,UNI,Upper North Island,569.575,835.743,68.2,3006.925,18.9
01/03/2013,31/03/2013,UNI,Upper North Island,627.215,926.607,67.7,3258.119,19.3
01/04/2013,30/04/2013,UNI,Upper North Island,586.418,900.590,65.1,3135.393,18.7
01/05/2013,31/05/2013,UNI,Upper North Island,645.289,1027.567,62.8,3467.561,18.6
01/06/2013,30/06/2013,UNI,Upper North Island,612.198,1046.254,58.5,3547.057,17.3
01/07/2013,31/07/2013,UNI,Upper North Island,633.169,1107.393,57.2,3686.571,17.2
01/08/2013,31/08/2013,UNI,Upper North Island,622.109,1070.932,58.1,3581.905,17.4
01/09/2013,30/09/2013,UNI,Upper North Island,602.271,1003.018,60.0,3408.327,17.7
01/10/2013,31/10/2013,UNI,Upper North Island,600.336,957.684,62.7,3340.851,18.0
01/11/2013,30/11/2013,UNI,Upper North Island,600.345,917.875,65.4,3245.191,18.5
01/12/2013,31/12/2013,UNI,Upper North Island,596.267,898.627,66.4,3204.698,18.6
01/01/2014,31/01/2014,UNI,Upper North Island,597.005,891.214,67.0,3223.176,18.5
01/02/2014,28/02/2014,UNI,Upper North Island,577.342,848.097,68.1,3026.522,19.1
01/03/2014,31/03/2014,UNI,Upper North Island,618.853,923.434,67.0,3238.699,19.1
01/04/2014,30/04/2014,UNI,Upper North Island,579.283,893.472,64.8,3160.618,18.3
01/05/2014,31/05/2014,UNI,Upper North Island,616.091,997.295,61.8,3461.354,17.8
01/06/2014,30/06/2014,UNI,Upper North Island,604.808,1021.843,59.2,3462.707,17.5
01/07/2014,31/07/2014,UNI,Upper North Island,640.540,1129.991,56.7,3765.319,17.0
01/08/2014,31/08/2014,UNI,Upper North Island,634.085,1102.346,57.5,3733.518,17.0
01/09/2014,30/09/2014,UNI,Upper North Island,604.197,1006.621,60.0,3432.844,17.6
01/10/2014,31/10/2014,UNI,Upper North Island,611.217,980.731,62.3,3462.069,17.7
01/11/2014,30/11/2014,UNI,Upper North Island,600.201,932.985,64.3,3326.752,18.0
01/12/2014,31/12/2014,UNI,Upper North Island,599.835,916.721,65.4,3308.481,18.1
01/01/2015,31/01/2015,UNI,Upper North Island,617.318,906.512,68.1,3318.979,18.6
01/02/2015,28/02/2015,UNI,Upper North Island,582.785,852.935,68.3,3053.446,19.1
01/03/2015,31/03/2015,UNI,Upper North Island,643.778,946.245,68.0,3325.737,19.4
01/04/2015,30/04/2015,UNI,Upper North Island,597.814,920.634,64.9,3221.613,18.6
01/05/2015,31/05/2015,UNI,Upper North Island,630.236,1026.759,61.4,3520.935,17.9
01/06/2015,30/06/2015,UNI,Upper North Island,616.775,1063.729,58.0,3597.753,17.1
01/07/2015,31/07/2015,UNI,Upper North Island,635.587,1132.701,56.1,3823.943,16.6
01/08/2015,31/08/2015,UNI,Upper North Island,636.476,1112.999,57.2,3787.990,16.8
01/09/2015,30/09/2015,UNI,Upper North Island,617.611,1033.062,59.8,3541.191,17.4
01/10/2015,31/10/2015,UNI,Upper North Island,607.762,971.029,62.6,3459.358,17.6
01/11/2015,30/11/2015,UNI,Upper North Island,603.758,927.284,65.1,3344.092,18.1
01/12/2015,31/12/2015,UNI,Upper North Island,598.501,910.047,65.8,3349.053,17.9
01/01/2016,31/01/2016,UNI,Upper North Island,619.583,912.604,67.9,3244.064,19.1
01/02/2016,29/02/2016,UNI,Upper North Island,610.281,887.983,68.7,3143.102,19.4
01/03/2016,31/03/2016,UNI,Upper North Island,641.298,938.652,68.3,3339.252,19.2
01/04/2016,30/04/2016,UNI,Upper North Island,591.250,905.912,65.3,3188.037,18.5
01/05/2016,31/05/2016,UNI,Upper North Island,630.671,993.538,63.5,3441.136,18.3
01/06/2016,30/06/2016,UNI,Upper North Island,617.823,1051.676,58.7,3519.591,17.6
01/07/2016,31/07/2016,UNI,Upper North Island,633.395,1109.556,57.1,3735.552,17.0
01/08/2016,31/08/2016,UNI,Upper North Island,647.144,1128.193,57.4,3830.303,16.9
01/09/2016,30/09/2016,UNI,Upper North Island,602.151,1008.425,59.7,3460.877,17.4
01/10/2016,31/10/2016,UNI,Upper North Island,591.621,956.748,61.8,3350.668,17.7
01/11/2016,30/11/2016,UNI,Upper North Island,606.622,935.542,64.8,3228.169,18.8
01/12/2016,31/12/2016,UNI,Upper North Island,597.987,911.303,65.6,3266.511,18.3
01/01/2017,31/01/2017,UNI,Upper North Island,597.225,893.981,66.8,3255.406,18.3
01/02/2017,28/02/2017,UNI,Upper North Island,581.211,854.494,68.0,3068.127,18.9
01/03/2017,31/03/2017,UNI,Upper North Island,641.709,949.261,67.6,3322.395,19.3
01/04/2017,30/04/2017,UNI,Upper North Island,588.302,911.922,64.5,3195.343,18.4
01/05/2017,31/05/2017,UNI,Upper North Island,647.325,1045.107,61.9,3614.430,17.9
01/06/2017,30/06/2017,UNI,Upper North Island,613.871,1061.589,57.8,3600.271,17.1
01/07/2017,31/07/2017,UNI,Upper North Island,641.921,1140.614,56.3,3835.736,16.7
01/08/2017,31/08/2017,UNI,Upper North Island,646.217,1107.707,58.3,3742.608,17.3
01/09/2017,30/09/2017,UNI,Upper North Island,597.827,1002.972,59.6,3464.129,17.3
01/10/2017,31/10/2017,UNI,Upper North Island,614.992,983.037,62.6,3388.688,18.1
01/11/2017,30/11/2017,UNI,Upper North Island,609.690,931.492,65.5,3340.395,18.3
01/12/2017,31/12/2017,UNI,Upper North Island,616.437,914.895,67.4,3342.395,18.4
01/01/2018,31/01/2018,UNI,Upper North Island,633.323,932.902,67.9,3300.396,19.2
01/02/2018,28/02/2018,UNI,Upper North Island,593.116,873.625,67.9,2988.547,19.8
01/03/2018,31/03/2018,UNI,Upper North Island,640.483,950.604,67.4,3248.978,19.7
01/04/2018,30/04/2018,UNI,Upper North Island,556.939,925.132,60.2,3278.205,17.0
01/05/2018,31/05/2018,UNI,Upper North Island,625.272,1026.941,60.9,3601.134,17.4
01/06/2018,30/06/2018,UNI,Upper North Island,608.060,1102.637,55.1,3715.167,16.4
01/07/2018,31/07/2018,UNI,Upper North Island,637.602,1153.761,55.3,3833.062,16.6
01/08/2018,31/08/2018,UNI,Upper North Island,645.834,1126.581,57.3,3791.038,17.0
01/09/2018,30/09/2018,UNI,Upper North Island,598.433,1017.988,58.8,3509.119,17.1
01/10/2018,31/10/2018,UNI,Upper North Island,616.684,981.599,62.8,3464.870,17.8
01/11/2018,30/11/2018,UNI,Upper North Island,616.983,944.895,65.3,3251.854,19.0
01/12/2018,31/12/2018,UNI,Upper North Island,602.131,915.689,65.8,3190.955,18.9
01/01/2019,31/01/2019,UNI,Upper North Island,617.860,920.153,67.1,3363.815,18.4
01/02/2019,28/02/2019,UNI,Upper North Island,589.500,864.045,68.2,3128.506,18.8
01/03/2019,31/03/2019,UNI,Upper North Island,620.742,951.182,65.3,3362.934,18.5
01/04/2019,30/04/2019,UNI,Upper North Island,590.951,920.113,64.2,3286.328,18.0
01/05/2019,31/05/2019,UNI,Upper North Island,627.938,1017.004,61.7,3527.979,17.8
01/06/2019,30/06/2019,UNI,Upper North Island,611.657,1074.403,56.9,3644.598,16.8
01/07/2019,31/07/2019,UNI,Upper North Island,635.601,1130.654,56.2,3793.271,16.8
01/08/2019,31/08/2019,UNI,Upper North Island,653.708,1154.292,56.6,3882.795,16.8
01/09/2019,30/09/2019,UNI,Upper North Island,601.148,1029.337,58.4,3555.084,16.9
01/10/2019,31/10/2019,UNI,Upper North Island,622.217,1008.667,61.7,3516.429,17.7
01/11/2019,30/11/2019,UNI,Upper North Island,617.333,942.761,65.5,3290.908,18.8
01/12/2019,31/12/2019,UNI,Upper North Island,606.834,920.583,65.9,3348.963,18.1
01/01/2020,31/01/2020,UNI,Upper North Island,613.877,920.078,66.7,3392.296,18.1
01/02/2020,29/02/2020,UNI,Upper North Island,609.013,895.741,68.0,3212.346,19.0
01/03/2020,31/03/2020,UNI,Upper North Island,574.527,901.856,63.7,3296.679,17.4
01/04/2020,30/04/2020,UNI,Upper North Island,385.863,751.902,51.3,2834.598,13.6
01/05/2020,31/05/2020,UNI,Upper North Island,565.772,1000.125,56.6,3508.203,16.1
01/06/2020,30/06/2020,UNI,Upper North Island,591.609,1053.240,56.2,3601.587,16.4
01/07/2020,31/07/2020,UNI,Upper North Island,619.595,1151.341,53.8,3885.162,15.9
01/08/2020,31/08/2020,UNI,Upper North Island,587.132,1096.902,53.5,3746.627,15.7
01/09/2020,30/09/2020,UNI,Upper North Island,594.759,1033.276,57.6,3557.671,16.7
01/10/2020,31/10/2020,UNI,Upper North Island,617.176,985.390,62.6,3524.138,17.5
01/11/2020,30/11/2020,UNI,Upper North Island,601.777,927.370,64.9,3282.677,18.3
01/12/2020,31/12/2020,UNI,Upper North Island,598.512,920.594,65.0,3319.776,18.0
01/01/2021,31/01/2021,UNI,Upper North Island,595.402,907.351,65.6,3251.758,18.3
01/02/2021,28/02/2021,UNI,Upper North Island,558.262,845.904,66.0,3065.085,18.2
01/03/2021,31/03/2021,UNI,Upper North Island,599.503,924.225,64.9,3367.803,17.8
01/04/2021,30/04/2021,UNI,Upper North Island,586.229,923.055,63.5,3271.144,17.9
01/05/2021,31/05/2021,UNI,Upper North Island,619.057,1045.063,59.2,3613.144,17.1
01/06/2021,30/06/2021,UNI,Upper North Island,608.352,1074.911,56.6,3620.248,16.8
01/07/2021,31/07/2021,UNI,Upper North Island,636.263,1179.003,54.0,3911.043,16.3
01/08/2021,31/08/2021,UNI,Upper North Island,578.138,1109.502,52.1,3735.518,15.5
01/09/2021,30/09/2021,UNI,Upper North Island,517.358,989.045,52.3,3500.675,14.8
01/10/2021,31/10/2021,UNI,Upper North Island,560.131,969.449,57.8,3417.332,16.4
01/11/2021,30/11/2021,UNI,Upper North Island,573.459,921.484,62.2,3283.579,17.5
01/12/2021,31/12/2021,UNI,Upper North Island,600.480,939.814,63.9,3250.744,18.5
01/01/2022,31/01/2022,UNI,Upper North Island,605.694,931.451,65.0,3309.088,18.3
01/02/2022,28/02/2022,UNI,Upper North Island,582.852,892.842,65.3,2994.316,19.5
01/03/2022,31/03/2022,UNI,Upper North Island,620.258,954.558,65.0,3322.279,18.7
01/04/2022,30/04/2022,UNI,Upper North Island,555.466,892.672,62.2,3193.306,17.4
01/05/2022,31/05/2022,UNI,Upper North Island,578.927,992.007,58.4,3506.596,16.5
01/06/2022,30/06/2022,UNI,Upper North Island,573.847,1053.695,54.5,3626.541,15.8
01/07/2022,31/07/2022,UNI,Upper North Island,599.221,1120.992,53.5,3867.454,15.5
01/08/2022,31/08/2022,UNI,Upper North Island,604.655,1102.355,54.9,3819.744,15.8
01/09/2022,30/09/2022,UNI,Upper North Island,569.074,1010.685,56.3,3555.607,16.0
01/10/2022,31/10/2022,UNI,Upper North Island,566.314,967.145,58.6,3525.041,16.1
01/11/2022,30/11/2022,UNI,Upper North Island,559.031,906.414,61.7,3235.236,17.3
01/12/2022,31/12/2022,UNI,Upper North Island,563.684,912.021,61.8,3235.090,17.4
01/01/2023,31/01/2023,UNI,Upper North Island,556.420,902.695,61.6,3269.629,17.0
01/02/2023,28/02/2023,UNI,Upper North Island,532.234,848.863,62.7,2987.939,17.8
01/03/2023,31/03/2023,UNI,Upper North Island,592.610,942.465,62.9,3262.319,18.2
01/04/2023,30/04/2023,UNI,Upper North Island,547.969,907.041,60.4,3181.890,17.2
01/05/2023,31/05/2023,UNI,Upper North Island,593.579,1032.650,57.5,3560.963,16.7
01/06/2023,30/06/2023,UNI,Upper North Island,579.749,1097.257,52.8,3637.642,15.9
01/07/2023,31/07/2023,UNI,Upper North Island,590.036,1142.960,51.6,3827.601,15.4
01/08/2023,31/08/2023,UNI,Upper North Island,617.743,1192.106,51.8,3993.331,15.5
01/09/2023,30/09/2023,UNI,Upper North Island,563.191,1009.514,55.8,3491.623,16.1
01/10/2023,31/10/2023,UNI,Upper North Island,564.362,983.808,57.4,3469.761,16.3
01/11/2023,30/11/2023,UNI,Upper North Island,558.150,915.837,60.9,3276.148,17.0
01/12/2023,31/12/2023,UNI,Upper North Island,561.880,921.405,61.0,3335.235,16.8
01/01/2024,31/01/2024,UNI,Upper North Island,582.173,941.041,61.9,3380.764,17.2
01/02/2024,29/02/2024,UNI,Upper North Island,574.002,904.573,63.5,3225.684,17.8
01/03/2024,31/03/2024,UNI,Upper North Island,581.184,939.333,61.9,3393.768,17.1
01/04/2024,30/04/2024,UNI,Upper North Island,555.174,925.122,60.0,3323.179,16.7
01/05/2024,31/05/2024,UNI,Upper North Island,593.551,1073.318,55.3,3795.754,15.6
01/06/2024,30/06/2024,UNI,Upper North Island,558.851,1037.066,53.9,3578.530,15.6
01/01/2010,31/01/2010,USI,Upper South Island,311.578,471.846,66.0,3191.764,9.8
01/02/2010,28/02/2010,USI,Upper South Island,308.803,458.452,67.4,3023.802,10.2
01/03/2010,31/03/2010,USI,Upper South Island,344.876,515.542,66.9,3398.322,10.1
01/04/2010,30/04/2010,USI,Upper South Island,293.250,478.740,61.3,3256.956,9.0
01/05/2010,31/05/2010,USI,Upper South Island,284.488,514.369,55.3,3527.135,8.1
01/06/2010,30/06/2010,USI,Upper South Island,272.248,559.522,48.7,3655.248,7.4
01/07/2010,31/07/2010,USI,Upper South Island,269.396,582.427,46.3,3853.833,7.0
01/08/2010,31/08/2010,USI,Upper South Island,266.465,555.014,48.0,3775.742,7.1
01/09/2010,30/09/2010,USI,Upper South Island,243.689,481.131,50.6,3510.578,6.9
01/10/2010,31/10/2010,USI,Upper South Island,300.093,506.471,59.3,3464.560,8.7
01/11/2010,30/11/2010,USI,Upper South Island,333.766,504.763,66.1,3327.106,10.0
01/12/2010,31/12/2010,USI,Upper South Island,353.157,512.029,69.0,3316.975,10.6
01/01/2011,31/01/2011,USI,Upper South Island,314.162,470.893,66.7,3227.141,9.7
01/02/2011,28/02/2011,USI,Upper South Island,282.414,427.885,66.0,3037.961,9.3
01/03/2011,31/03/2011,USI,Upper South Island,267.209,427.433,62.5,3309.534,8.1
01/04/2011,30/04/2011,USI,Upper South Island,246.238,434.520,56.7,3274.738,7.5
01/05/2011,31/05/2011,USI,Upper South Island,236.583,471.062,50.2,3498.651,6.8
01/06/2011,30/06/2011,USI,Upper South Island,241.155,495.572,48.7,3550.332,6.8
01/07/2011,31/07/2011,USI,Upper South Island,250.293,545.797,45.9,3834.709,6.5
01/08/2011,31/08/2011,USI,Upper South Island,248.891,548.973,45.3,3861.973,6.4
01/09/2011,30/09/2011,USI,Upper South Island,228.262,475.179,48.0,3535.126,6.5
01/10/2011,31/10/2011,USI,Upper South Island,241.328,454.042,53.2,3408.067,7.1
01/11/2011,30/11/2011,USI,Upper South Island,273.467,448.520,61.0,3257.984,8.4
01/12/2011,31/12/2011,USI,Upper South Island,297.441,463.488,64.2,3252.385,9.1
01/01/2012,31/01/2012,USI,Upper South Island,321.119,478.358,67.1,3215.542,10.0
01/02/2012,29/02/2012,USI,Upper South Island,289.753,439.216,66.0,3079.695,9.4
01/03/2012,31/03/2012,USI,Upper South Island,258.043,430.765,59.9,3263.985,7.9
01/04/2012,30/04/2012,USI,Upper South Island,250.107,431.263,58.0,3186.428,7.8
01/05/2012,31/05/2012,USI,Upper South Island,280.961,508.662,55.2,3568.813,7.9
01/06/2012,30/06/2012,USI,Upper South Island,260.826,541.056,48.2,3630.154,7.2
01/07/2012,31/07/2012,USI,Upper South Island,243.576,550.696,44.2,3767.891,6.5
01/08/2012,31/08/2012,USI,Upper South Island,243.759,520.836,46.8,3668.863,6.6
01/09/2012,30/09/2012,USI,Upper South Island,251.637,475.088,53.0,3411.850,7.4
01/10/2012,31/10/2012,USI,Upper South Island,271.919,472.371,57.6,3405.994,8.0
01/11/2012,30/11/2012,USI,Upper South Island,286.294,460.313,62.2,3240.911,8.8
01/12/2012,31/12/2012,USI,Upper South Island,335.644,498.805,67.3,3257.418,10.3
01/01/2013,31/01/2013,USI,Upper South Island,346.213,495.869,69.8,3230.524,10.7
01/02/2013,28/02/2013,USI,Upper South Island,327.533,467.291,70.1,3006.925,10.9
01/03/2013,31/03/2013,USI,Upper South Island,329.087,489.251,67.3,3258.119,10.1
01/04/2013,30/04/2013,USI,Upper South Island,272.909,451.221,60.5,3135.393,8.7
01/05/2013,31/05/2013,USI,Upper South Island,275.186,506.706,54.3,3467.561,7.9
01/06/2013,30/06/2013,USI,Upper South Island,263.124,529.832,49.7,3547.057,7.4
01/07/2013,31/07/2013,USI,Upper South Island,244.482,533.188,45.9,3686.571,6.6
01/08/2013,31/08/2013,USI,Upper South Island,248.509,509.283,48.8,3581.905,6.9
01/09/2013,30/09/2013,USI,Upper South Island,251.366,472.329,53.2,3408.327,7.4
01/10/2013,31/10/2013,USI,Upper South Island,266.750,465.024,57.4,3340.851,8.0
01/11/2013,30/11/2013,USI,Upper South Island,332.913,498.819,66.7,3245.191,10.3
01/12/2013,31/12/2013,USI,Upper South Island,319.521,477.705,66.9,3204.698,10.0
01/01/2014,31/01/2014,USI,Upper South Island,347.395,499.521,69.5,3223.176,10.8
01/02/2014,28/02/2014,USI,Upper South Island,328.959,471.187,69.8,3026.522,10.9
01/03/2014,31/03/2014,USI,Upper South Island,279.510,450.871,62.0,3238.699,8.6
01/04/2014,30/04/2014,USI,Upper South Island,266.268,452.780,58.8,3160.618,8.4
01/05/2014,31/05/2014,USI,Upper South Island,270.585,499.953,54.1,3461.354,7.8
01/06/2014,30/06/2014,USI,Upper South Island,249.794,508.041,49.2,3462.707,7.2
01/07/2014,31/07/2014,USI,Upper South Island,272.803,551.237,49.5,3765.319,7.2
01/08/2014,31/08/2014,USI,Upper South Island,262.201,535.185,49.0,3733.518,7.0
01/09/2014,30/09/2014,USI,Upper South Island,257.519,490.274,52.5,3432.844,7.5
01/10/2014,31/10/2014,USI,Upper South Island,315.514,519.064,60.8,3462.069,9.1
01/11/2014,30/11/2014,USI,Upper South Island,357.974,533.319,67.1,3326.752,10.8
01/12/2014,31/12/2014,USI,Upper South Island,363.356,527.458,68.9,3308.481,11.0
01/01/2015,31/01/2015,USI,Upper South Island,400.825,550.220,72.8,3318.979,12.1
01/02/2015,28/02/2015,USI,Upper South Island,350.246,493.234,71.0,3053.446,11.5
01/03/2015,31/03/2015,USI,Upper South Island,332.372,492.885,67.4,3325.737,10.0
01/04/2015,30/04/2015,USI,Upper South Island,278.689,460.524,60.5,3221.613,8.7
01/05/2015,31/05/2015,USI,Upper South Island,272.834,499.248,54.6,3520.935,7.7
01/06/2015,30/06/2015,USI,Upper South Island,263.730,535.500,49.2,3597.753,7.3
01/07/2015,31/07/2015,USI,Upper South Island,264.532,566.396,46.7,3823.943,6.9
01/08/2015,31/08/2015,USI,Upper South Island,275.746,553.226,49.8,3787.990,7.3
01/09/2015,30/09/2015,USI,Upper South Island,264.972,507.463,52.2,3541.191,7.5
01/10/2015,31/10/2015,USI,Upper South Island,332.411,526.962,63.1,3459.358,9.6
01/11/2015,30/11/2015,USI,Upper South Island,371.400,542.594,68.4,3344.092,11.1
01/12/2015,31/12/2015,USI,Upper South Island,386.112,549.481,70.3,3349.053,11.5
01/01/2016,31/01/2016,USI,Upper South Island,318.767,471.517,67.6,3244.064,9.8
01/02/2016,29/02/2016,USI,Upper South Island,345.358,488.366,70.7,3143.102,11.0
01/03/2016,31/03/2016,USI,Upper South Island,347.059,509.011,68.2,3339.252,10.4
01/04/2016,30/04/2016,USI,Upper South Island,278.795,455.595,61.2,3188.037,8.7
01/05/2016,31/05/2016,USI,Upper South Island,257.529,499.954,51.5,3441.136,7.5
01/06/2016,30/06/2016,USI,Upper South Island,246.603,506.232,48.7,3519.591,7.0
