Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Period start,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2014-08-01,83.89999999999999,9.466666666666667,9.6,5.533333333333334,17.666666666666668,2.1666666666666665,2014.0,8.0,1/08/14,279.842,250.039,1111,1143,"10,313",823,2195,"12,961",309300.0
2014-09-01,103.46666666666665,11.966666666666667,11.200000000000001,5.8,18.666666666666668,1.9666666666666668,2014.0,9.0,1/09/14,259.334,211.386,1111,1143,"10,313",823,2195,"12,961",309300.0
2014-10-01,74.2,12.566666666666668,11.799999999999999,6.066666666666666,20.333333333333332,1.8,2014.0,10.0,1/10/14,263.037,191.802,1091,1345,"11,907",827,2214,"13,136",309300.0
2014-11-01,76.33333333333333,13.799999999999999,12.133333333333333,6.8999999999999995,24.0,2.1,2014.0,11.0,1/11/14,256.835,169.31,1091,1345,"11,907",827,2214,"13,136",309300.0
2014-12-01,82.93333333333334,16.400000000000002,14.833333333333334,5.266666666666667,16.333333333333332,2.5,2014.0,12.0,1/12/14,252.689,163.637,1091,1345,"11,907",827,2214,"13,136",309300.0
2015-01-01,21.933333333333334,18.933333333333334,16.0,4.966666666666667,14.666666666666666,1.8333333333333333,2015.0,1.0,1/01/15,265.579,144.36,1048,1376,"11,706",785,1966,"11,072",315100.0
2015-02-01,67.26666666666667,17.53333333333333,14.766666666666666,5.6000000000000005,14.333333333333334,2.1,2015.0,2.0,1/02/15,249.627,134.413,1048,1376,"11,706",785,1966,"11,072",315100.0
2015-03-01,86.66666666666667,17.5,15.733333333333334,4.966666666666666,12.666666666666666,2.1666666666666665,2015.0,3.0,1/03/15,276.924,154.827,1048,1376,"11,706",785,1966,"11,072",315100.0
2015-04-01,191.9333333333333,15.0,13.833333333333334,5.3999999999999995,17.333333333333332,2.6,2015.0,4.0,1/04/15,254.117,172.4,1071,1387,"12,062",790,2054,"11,646",315100.0
2015-05-01,133.46666666666667,12.200000000000001,11.799999999999999,5.233333333333333,18.0,3.0,2015.0,5.0,1/05/15,274.061,211.075,1071,1387,"12,062",790,2054,"11,646",315100.0
