Date,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Period start,Selected business demand (GWh),Est. Total consumption (GWh),Export prices,Export volumes,Export values,Import prices,Import volumes,Import values,Population
2013-04-01,98.14999999999999,16.25,14.45,2.95,6.25,2.375,2013.0,4.0,1/04/13,458.043,182.417,1089,1307,"11,550",864,1752,"10,858",909300.0
2013-05-01,107.55,12.25,11.924999999999999,2.55,8.5,2.325,2013.0,5.0,1/05/13,467.542,217.385,1089,1307,"11,550",864,1752,"10,858",909300.0
2013-06-01,107.975,10.025,10.475,2.7,5.0,2.4000000000000004,2013.0,6.0,1/06/13,464.155,246.464,1089,1307,"11,550",864,1752,"10,858",909300.0
2013-07-01,86.65,9.2,9.5,2.575,6.0,1.975,2013.0,7.0,1/07/13,481.837,264.844,1185,1083,"10,416",875,1997,"12,536",909300.0
2013-08-01,121.3,11.225,11.3,3.075,9.25,1.475,2013.0,8.0,1/08/13,478.149,251.787,1185,1083,"10,416",875,1997,"12,536",909300.0
2013-09-01,126.2,12.7,11.725,4.05,16.25,2.825,2013.0,9.0,1/09/13,467.776,225.184,1185,1083,"10,416",875,1997,"12,536",909300.0
2013-10-01,30.65,14.325,12.5,4.05,12.75,2.075,2013.0,10.0,1/10/13,483.932,206.798,1182,1345,"12,898",851,2014,"12,299",909300.0
2013-11-01,84.2,16.525,14.8,3.275,7.0,2.175,2013.0,11.0,1/11/13,474.837,181.793,1182,1345,"12,898",851,2014,"12,299",909300.0
2013-12-01,81.875,18.175,15.75,3.375,8.75,1.7,2013.0,12.0,1/12/13,478.628,179.102,1182,1345,"12,898",851,2014,"12,299",909300.0
2014-01-01,40.6,18.225,14.299999999999999,4.1,16.333333333333332,2.45,2014.0,1.0,1/01/14,474.258,186.671,1191,1356,"13,105",842,1828,"11,049",926800.0
2014-02-01,29.4,18.95,16.425,3.375,7.25,2.075,2014.0,2.0,1/02/14,448.356,160.038,1191,1356,"13,105",842,1828,"11,049",926800.0
2014-03-01,38.8,17.05,14.525,3.275,8.25,2.175,2014.0,3.0,1/03/14,493.789,176.702,1191,1356,"13,105",842,1828,"11,049",926800.0
2014-04-01,167.1,16.475,15.975000000000001,3.1,6.5,2.5,2014.0,4.0,1/04/14,461.802,186.332,1164,1339,"12,654",823,1962,"11,585",926800.0
2014-05-01,57.400000000000006,12.15,11.475,2.85,7.0,2.65,2014.0,5.0,1/05/14,471.21,224.958,1164,1339,"12,654",823,1962,"11,585",926800.0
2014-06-01,138.73333333333332,11.45,11.25,2.95,8.0,2.025,2014.0,6.0,1/06/14,459.147,238.334,1164,1339,"12,654",823,1962,"11,585",926800.0
2014-07-01,40.0,9.25,9.275,3.45,8.0,2.275,2014.0,7.0,1/07/14,479.605,268.098,1111,1143,"10,313",823,2195,"12,961",926800.0
2014-08-01,101.53333333333335,9.775,9.475,3.675,16.0,2.4,2014.0,8.0,1/08/14,496.164,262.595,1111,1143,"10,313",823,2195,"12,961",926800.0
2014-09-01,129.26666666666665,12.15,11.875,3.55,9.666666666666666,1.85,2014.0,9.0,1/09/14,473.726,225.914,1111,1143,"10,313",823,2195,"12,961",926800.0
2014-10-01,40.800000000000004,13.525,11.65,4.15,13.25,2.25,2014.0,10.0,1/10/14,492.592,212.056,1091,1345,"11,907",827,2214,"13,136",926800.0
2014-11-01,39.55,14.9,11.85,4.4,17.0,2.75,2014.0,11.0,1/11/14,463.751,195.388,1091,1345,"11,907",827,2214,"13,136",926800.0
2014-12-01,106.85,17.5,14.774999999999999,3.45,5.75,2.7,2014.0,12.0,1/12/14,474.33,187.702,1091,1345,"11,907",827,2214,"13,136",926800.0
2015-01-01,39.3,19.725,17.025,3.025,2.0,1.75,2015.0,1.0,1/01/15,496.301,173.863,1048,1376,"11,706",785,1966,"11,072",947100.0
2015-02-01,25.733333333333334,18.375,15.8,3.2,7.666666666666667,2.3,2015.0,2.0,1/02/15,453.22,158.703,1048,1376,"11,706",785,1966,"11,072",947100.0
2015-03-01,71.65,18.025,15.75,2.9,5.5,2.2,2015.0,3.0,1/03/15,505.258,177.669,1048,1376,"11,706",785,1966,"11,072",947100.0
2015-04-01,86.2,15.225,14.05,3.05,7.5,2.875,2015.0,4.0,1/04/15,467.625,192.708,1071,1387,"12,062",790,2054,"11,646",947100.0
2015-05-01,126.39999999999999,11.875,11.125,3.125,10.5,3.15,2015.0,5.0,1/05/15,480.331,232.534,1071,1387,"12,062",790,2054,"11,646",947100.0
2015-06-01,68.2,10.575,10.025,3.95,16.333333333333332,2.975,2015.0,6.0,1/06/15,456.379,253.992,1071,1387,"12,062",790,2054,"11,646",947100.0
2015-07-01,90.2,8.725,9.0,3.325,10.75,2.575,2015.0,7.0,1/07/15,487.35,283.465,1107,1221,"10,963",848,2268,"13,810",947100.0
2015-08-01,88.8,9.75,10.05,3.125,8.75,2.45,2015.0,8.0,1/08/15,497.626,269.495,1107,1221,"10,963",848,2268,"13,810",947100.0
2015-09-01,165.85,10.85,10.475,3.4749999999999996,10.75,1.975,2015.0,9.0,1/09/15,481.055,236.505,1107,1221,"10,963",848,2268,"13,810",947100.0
2015-10-01,31.8,13.95,11.875,3.95,15.25,2.2,2015.0,10.0,1/10/15,491.621,207.671,1044,1383,"11,717",817,2277,"13,353",947100.0
2015-11-01,85.4,15.1,12.674999999999999,3.825,9.75,3.025,2015.0,11.0,1/11/15,472.689,190.007,1044,1383,"11,717",817,2277,"13,353",947100.0
2015-12-01,23.8,17.15,13.85,3.525,8.25,2.325,2015.0,12.0,1/12/15,497.858,184.325,1044,1383,"11,717",817,2277,"13,353",947100.0
2016-01-01,98.33333333333333,20.0,17.625,3.6,8.75,2.55,2016.0,1.0,1/01/16,497.599,181.063,1040,1359,"11,470",781,1991,"11,166",970000.0
2016-02-01,58.9,21.05,18.825,3.325,4.25,1.625,2016.0,2.0,1/02/16,467.607,168.774,1040,1359,"11,470",781,1991,"11,166",970000.0
2016-03-01,46.95,18.475,16.625,3.15,4.0,2.2,2016.0,3.0,1/03/16,504.097,180.728,1040,1359,"11,470",781,1991,"11,166",970000.0
2016-04-01,62.699999999999996,15.15,14.7,2.4,1.0,2.375,2016.0,4.0,1/04/16,470.812,191.933,1020,1518,"12,573",782,2093,"11,746",970000.0
2016-05-01,65.55,14.575,13.6,3.35,14.0,2.625,2016.0,5.0,1/05/16,475.604,218.887,1020,1518,"12,573",782,2093,"11,746",970000.0
2016-06-01,102.1,10.95,10.975,2.975,8.0,2.7,2016.0,6.0,1/06/16,466.016,252.371,1020,1518,"12,573",782,2093,"11,746",970000.0
2016-07-01,85.55,9.75,9.525,4.0,16.0,2.275,2016.0,7.0,1/07/16,487.097,281.708,992,1275,"10,269",770,2386,"13,184",970000.0
2016-08-01,99.9,9.775,10.05,2.95,7.0,2.1,2016.0,8.0,1/08/16,501.023,278.297,992,1275,"10,269",770,2386,"13,184",970000.0
2016-09-01,101.73333333333333,12.625,12.0,3.575,8.0,2.25,2016.0,9.0,1/09/16,473.485,235.368,992,1275,"10,269",770,2386,"13,184",970000.0
2016-10-01,83.85,14.25,12.65,3.7,12.25,2.0,2016.0,10.0,1/10/16,480.682,218.307,1041,1382,"11,672",763,2396,"13,129",970000.0
2016-11-01,50.26666666666667,16.125,12.95,4.45,18.0,2.025,2016.0,11.0,1/11/16,471.206,191.612,1041,1382,"11,672",763,2396,"13,129",970000.0
2016-12-01,41.13333333333333,17.3,14.325,3.65,11.0,1.9,2016.0,12.0,1/12/16,473.968,189.866,1041,1382,"11,672",763,2396,"13,129",970000.0
2017-01-01,26.2,18.925,14.2,4.5,17.5,2.55,2017.0,1.0,1/01/17,485.148,180.229,1113,1326,"11,974",785,2124,"11,970",995400.0
2017-02-01,124.7,19.625,17.275,3.2,4.75,2.55,2017.0,2.0,1/02/17,453.459,163.218,1113,1326,"11,974",785,2124,"11,970",995400.0
2017-03-01,176.05,18.45,17.325,2.975,6.25,2.075,2017.0,3.0,1/03/17,505.645,179.977,1113,1326,"11,974",785,2124,"11,970",995400.0
2017-04-01,235.93333333333337,15.825000000000001,15.5,2.7,5.0,2.375,2017.0,4.0,1/04/17,476.929,190.896,1138,1487,"13,738",795,2252,"12,848",995400.0
2017-05-01,109.2,11.9,11.5,3.05,8.25,2.375,2017.0,5.0,1/05/17,502.822,240.026,1138,1487,"13,738",795,2252,"12,848",995400.0
2017-06-01,71.75,10.2,10.175,2.475,5.0,1.8,2017.0,6.0,1/06/17,457.448,263.707,1138,1487,"13,738",795,2252,"12,848",995400.0
2017-07-01,155.2,9.274999999999999,9.975,3.025,8.0,2.025,2017.0,7.0,1/07/17,479.291,289.444,1119,1273,"11,564",772,2479,"13,725",995400.0
2017-08-01,86.9,11.15,11.2,3.025,7.25,2.2,2017.0,8.0,1/08/17,500.829,266.63,1119,1273,"11,564",772,2479,"13,725",995400.0
2017-09-01,79.39999999999999,12.5,11.675,3.8249999999999997,13.0,2.325,2017.0,9.0,1/09/17,482.156,235.145,1119,1273,"11,564",772,2479,"13,725",995400.0
2017-10-01,80.9,14.0,12.65,3.6,9.0,1.7,2017.0,10.0,1/10/17,489.22,214.372,1180,1466,"14,042",802,2680,"15,422",995400.0
2017-11-01,50.55,15.9,13.75,3.45,7.75,2.25,2017.0,11.0,1/11/17,479.732,188.38,1180,1466,"14,042",802,2680,"15,422",995400.0
2017-12-01,41.0,18.9,15.875,3.45,7.5,1.95,2017.0,12.0,1/12/17,487.393,182.09,1180,1466,"14,042",802,2680,"15,422",995400.0
2018-01-01,99.7,21.625,20.25,3.4,7.0,1.7,2018.0,1.0,1/01/18,495.395,182.611,1154,1379,"12,917",800,2358,"13,535",1018300.0
2018-02-01,129.95000000000002,20.55,18.85,3.35,5.75,2.65,2018.0,2.0,1/02/18,453.028,166.176,1154,1379,"12,917",800,2358,"13,535",1018300.0
2018-03-01,77.95,18.45,16.9,2.95,5.0,1.65,2018.0,3.0,1/03/18,506.729,180.913,1154,1379,"12,917",800,2358,"13,535",1018300.0
2018-04-01,107.3,15.225,13.925,3.45,10.75,2.675,2018.0,4.0,1/04/18,498.533,197.099,1183,1514,"14,540",817,2459,"14,411",1018300.0
2018-05-01,125.85,13.075,12.5,3.1,12.0,2.9,2018.0,5.0,1/05/18,516.806,236.309,1183,1514,"14,540",817,2459,"14,411",1018300.0
2018-06-01,127.1,10.025,10.325,3.075,8.0,2.5,2018.0,6.0,1/06/18,472.04,280.457,1183,1514,"14,540",817,2459,"14,411",1018300.0
2018-07-01,82.05,9.525,9.45,3.05,10.5,2.0,2018.0,7.0,1/07/18,487.935,296.869,1225,1299,"12,914",847,2664,"16,188",1018300.0
2018-08-01,127.5,10.425,10.95,2.875,7.0,1.75,2018.0,8.0,1/08/18,507.85,275.787,1225,1299,"12,914",847,2664,"16,188",1018300.0
2018-09-01,83.4,11.925,11.2,3.375,9.0,2.125,2018.0,9.0,1/09/18,489.362,236.482,1225,1299,"12,914",847,2664,"16,188",1018300.0
2018-10-01,55.95,13.35,12.075,3.125,8.0,2.1,2018.0,10.0,1/10/18,486.761,208.318,1203,1468,"14,337",859,2677,"16,507",1018300.0
2018-11-01,92.0,15.75,13.925,3.5,7.5,2.4,2018.0,11.0,1/11/18,471.807,188.157,1203,1468,"14,337",859,2677,"16,507",1018300.0
2018-12-01,162.95,18.5,16.725,3.325,7.75,1.85,2018.0,12.0,1/12/18,482.074,185.363,1203,1468,"14,337",859,2677,"16,507",1018300.0
