time,predictions,actual,difference
2018-03-01,272.55612578347063,265.159,7.397125783470642
2018-04-01,254.93437915307229,247.604,7.330379153072272
2018-05-01,275.16159155827523,268.128,7.033591558275248
2018-06-01,267.0175038669887,259.41,7.607503866988679
2018-07-01,279.45833124662647,264.94,14.518331246626474
2018-08-01,277.66926864478995,274.019,3.6502686447899464
2018-09-01,268.65029398755405,262.363,6.287293987554051
2018-10-01,267.20149577178205,267.473,-0.27150422821796383
2018-11-01,265.87371897008114,259.397,6.476718970081151
2018-12-01,264.9609561454614,250.689,14.271956145461417
2019-01-01,280.9589491593544,269.123,11.835949159354413
2019-02-01,264.04383081463084,251.143,12.900830814630837
2019-03-01,284.4697658871853,269.572,14.897765887185301
2019-04-01,262.5140443217416,247.913,14.601044321741597
2019-05-01,280.59801586875494,258.35,22.24801586875492
2019-06-01,274.5750019045296,251.135,23.440001904529595
2019-07-01,280.0200625644473,259.438,20.582062564447313
2019-08-01,286.6312996468858,273.624,13.00729964688577
2019-09-01,273.76827314360804,259.398,14.370273143608017
2019-10-01,274.8031533643036,266.565,8.238153364303628
2019-11-01,271.13891614857124,253.667,17.47191614857124
2019-12-01,263.64429710388066,252.554,11.090297103880658
2020-01-01,275.8260985485374,265.313,10.513098548537414
2020-02-01,253.42286303850972,258.499,-5.076136961490306
2020-03-01,273.9582449150845,251.945,22.0132449150845
2020-04-01,251.116463055726,192.774,58.342463055726
2020-05-01,265.4442947124634,237.086,28.358294712463362
2020-06-01,261.27709170745976,247.624,13.653091707459765
2020-07-01,266.3264415149274,264.069,2.257441514927393
2020-08-01,276.1032886540147,263.735,12.368288654014691
2020-09-01,253.8795687220835,267.466,-13.586431277916518
2020-10-01,261.24607694681765,266.574,-5.32792305318236
2020-11-01,253.727122055296,257.721,-3.9938779447039963
2020-12-01,251.46434562226275,255.275,-3.810654377737251
2021-01-01,260.7610679546556,258.331,2.4300679546555557
2021-02-01,246.68267978991625,246.866,-0.18332021008376387
2021-03-01,259.6126620795149,268.981,-9.36833792048509
2021-04-01,218.76455640875005,244.107,-25.342443591249946
2021-05-01,245.21066604831265,260.152,-14.94133395168734
2021-06-01,241.10928820011816,248.521,-7.411711799881829
2021-07-01,258.8147670917476,262.366,-3.5512329082523593
2021-08-01,261.57965975362816,250.963,10.61665975362817
2021-09-01,257.9409306981101,251.104,6.836930698110081
2021-10-01,253.51484466405103,259.97,-6.4551553359490015
2021-11-01,248.60055025856823,265.76,-17.159449741431757
2021-12-01,248.8371630074632,261.017,-12.179836992536792
2022-01-01,258.69961698779207,264.035,-5.335383012207956
2022-02-01,239.4797169050234,242.313,-2.8332830949765935
2022-03-01,254.6701740303104,262.182,-7.511825969689625
2022-04-01,223.07716393128933,244.675,-21.597836068710677
2022-05-01,247.53477433256052,260.345,-12.81022566743951
2022-06-01,239.06338810754167,249.772,-10.708611892458322
2022-07-01,260.84995565575696,264.35,-3.500044344243065
2022-08-01,257.51292394228625,275.489,-17.976076057713726
2022-09-01,257.3505778462052,262.042,-4.691422153794747
2022-10-01,253.117727755236,264.4,-11.282272244763988
2022-11-01,249.17712848836263,253.719,-4.541871511637368
2022-12-01,243.59363919694752,251.822,-8.228360803052482
2023-01-01,256.8660418631638,250.486,6.380041863163797
2023-02-01,242.8740192196328,234.739,8.135019219632795
2023-03-01,258.3291415469253,263.151,-4.821858453074697
2023-04-01,237.5618743224196,244.029,-6.467125677580384
2023-05-01,260.5978954731271,266.407,-5.809104526872886
2023-06-01,246.15641464152765,253.329,-7.172585358472361
2023-07-01,261.3951052774352,263.811,-2.415894722564758
2023-08-01,263.7151643484056,284.228,-20.5128356515944
2023-09-01,259.7135061142728,259.179,0.5345061142728014
2023-10-01,263.41348735083494,263.434,-0.02051264916508444
2023-11-01,250.68210992311683,253.103,-2.4208900768831825
2023-12-01,248.7609269056449,252.754,-3.9930730943550827
2024-01-01,262.9827428018961,258.59,4.392742801896134
2024-02-01,237.66618502412237,247.053,-9.386814975877627
2024-03-01,259.119312394096,253.768,5.351312394096027
2024-04-01,231.5959820137948,243.587,-11.99101798620518
2024-05-01,254.618242240042,262.416,-7.797757759957989
2024-06-01,244.16838435811647,240.388,3.7803843581164642
