Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius,Year,Month,Selected business demand (GWh),Est. Total consumption (GWh),Date
0.29818001449883624,0.2120075046904315,0.1899563318777292,0.2298850574712643,0.2941176470588235,0.7012987012987012,0.1428571428571388,0.36363636363636365,0.8743988344830107,0.4283152288388048,2012-05-01
0.14525544660231218,0.0881801125703564,0.07641921397379914,0.4022988505747127,0.48529411764705876,0.5064935064935064,0.1428571428571388,0.4545454545454545,0.7888805919489512,0.5903649986459241,2012-06-01
0.7805334045556869,0.07692307692307676,0.11135371179039288,0.24137931034482762,0.32352941176470584,0.6233766233766235,0.1428571428571388,0.5454545454545454,0.8711717309911593,0.7092468329672315,2012-07-01
0.4386661070624594,0.1676047529706065,0.1979621542940322,0.12260536398467425,0.23529411764705882,0.017316017316017396,0.1428571428571388,0.6363636363636364,0.9319697341556006,0.5981404026118617,2012-08-01
0.19470410927543974,0.23639774859287044,0.14847161572052403,0.8275862068965514,0.7941176470588235,0.6493506493506492,0.1428571428571388,0.7272727272727273,0.8103998370782703,0.42488490355971464,2012-09-01
0.16379869510473502,0.3827392120075047,0.1630276564774381,0.8735632183908044,0.9607843137254901,0.4502164502164502,0.1428571428571388,0.8181818181818182,0.8777460405320021,0.3452833027412512,2012-10-01
0.18337212407951464,0.4240150093808629,0.23362445414847166,0.48275862068965525,0.39705882352941174,0.5064935064935064,0.1428571428571388,0.9090909090909091,0.8204623426264861,0.18546625342280243,2012-11-01
0.2550650539890877,0.7954971857410883,0.6986899563318779,0.5823754789272031,0.5098039215686274,0.8831168831168831,0.1428571428571388,0.9999999999999999,0.7529020433100266,0.17159449944332428,2012-12-01
0.016368423060780665,0.8105065666041277,0.5414847161572053,0.5632183908045978,0.5147058823529411,0.6493506493506492,0.2142857142857224,0.0,0.7765048067132108,0.10891583666837179,2013-01-01
0.0,0.7560975609756097,0.5851528384279475,0.27586206896551735,0.16176470588235292,0.2597402597402598,0.2142857142857224,0.09090909090909091,0.5700746202409361,0.0,2013-02-01
0.012362165668281896,0.7429643527204502,0.574235807860262,0.21839080459770122,0.19117647058823528,0.4415584415584416,0.2142857142857224,0.1818181818181818,0.7503433366579115,0.10520266000661982,2013-03-01
0.376931588385669,0.5966228893058162,0.4934497816593887,0.25287356321839094,0.30882352941176466,0.5064935064935064,0.2142857142857224,0.2727272727272727,0.5760536388463888,0.16050913248879128,2013-04-01
0.6115838070891677,0.2926829268292682,0.31441048034934493,0.04597701149425304,0.4411764705882353,0.5454545454545455,0.2142857142857224,0.36363636363636365,0.6256559949452487,0.37095056118917924,2013-05-01
0.4219161356785836,0.1294559099437148,0.14628820960698685,0.13793103448275867,0.23529411764705882,0.5194805194805195,0.2142857142857224,0.4545454545454545,0.6079695879437919,0.545951313453495,2013-06-01
0.3242779197985425,0.0675422138836772,0.06113537117903922,0.08045977011494276,0.2941176470588235,0.2987012987012988,0.2142857142857224,0.5454545454545454,0.7003023451329742,0.6565642584178377,2013-07-01
0.48292571254149336,0.21951219512195108,0.21834061135371186,0.3103448275862071,0.48529411764705876,0.038961038961038974,0.2142857142857224,0.6363636363636364,0.6810441611880755,0.5779857370685764,2013-08-01
0.5053607539394864,0.33020637898686667,0.2554585152838428,0.7586206896551724,0.8970588235294117,0.7402597402597403,0.2142857142857224,0.7272727272727273,0.6268779079178917,0.417885836367466,2013-09-01
0.06787744667862183,0.4521575984990619,0.3231441048034934,0.7586206896551724,0.6911764705882353,0.35064935064935077,0.2142857142857224,0.8181818181818182,0.711242121533344,0.307236782715975,2013-10-01
0.3130603990995459,0.6172607879924953,0.5240174672489083,0.4022988505747127,0.3529411764705882,0.4025974025974025,0.2142857142857224,0.9090909090909091,0.6637493929599014,0.15675382902536628,2013-11-01
0.3024152008851921,0.7410881801125705,0.6069868995633189,0.4482758620689655,0.4558823529411764,0.15584415584415579,0.2142857142857224,0.9999999999999999,0.6835454274867756,0.14055908283934637,2013-12-01
0.11648670304094014,0.7829893683552221,0.4308588064046578,0.8888888888888886,0.9019607843137254,0.6580086580086578,0.285714285714306,0.0,0.660725941630157,0.18611019167694742,2014-01-01
0.062154221832195045,0.799249530956848,0.665938864628821,0.4482758620689655,0.3676470588235294,0.35064935064935077,0.285714285714306,0.09090909090909091,0.525469574889166,0.025829747540095704,2014-02-01
0.10519287267732455,0.6566604127579737,0.5000000000000001,0.4022988505747127,0.4264705882352941,0.4025974025974025,0.285714285714306,0.1818181818181818,0.7627139000433412,0.12611560798001986,2014-03-01
0.6926246709145711,0.6135084427767356,0.6266375545851529,0.32183908045977017,0.32352941176470584,0.5714285714285715,0.285714285714306,0.2727272727272727,0.5956825741633291,0.1840700508530677,2014-04-01
0.19035445839215537,0.2889305816135084,0.23362445414847166,0.20689655172413812,0.3529411764705882,0.6493506493506492,0.285714285714306,0.36363636363636365,0.6448097418839389,0.4165257424848794,2014-05-01
0.5627456217329925,0.23764853033145716,0.20669577874818046,0.2298850574712643,0.4117647058823529,0.32900432900432885,0.285714285714306,0.4545454545454545,0.5818185615891134,0.4970240423675263,2014-06-01
0.14456865962074095,0.060037523452157515,0.026200873362445365,0.4597701149425286,0.3529411764705882,0.46753246753246736,0.285714285714306,0.5454545454545454,0.6886471752400747,0.6761472030812747,2014-07-01
0.39242245030333095,0.12257661038148826,0.04657933042212514,0.6130268199233715,0.8823529411764706,0.484848484848485,0.285714285714306,0.6363636363636364,0.775115794530634,0.6430295188517439,2014-08-01
0.5194017322293867,0.28767979987492176,0.2765647743813683,0.6130268199233715,0.5098039215686274,0.2943722943722945,0.285714285714306,0.7272727272727273,0.6579479172650038,0.4222790599705111,2014-09-01
0.11435003243160746,0.407754846779237,0.21251819505094616,0.8122605363984676,0.7450980392156862,0.5021645021645021,0.285714285714306,0.8181818181818182,0.7564633452217457,0.3388800288869498,2014-10-01
0.10862680758518065,0.4953095684803003,0.26637554585152834,0.9195402298850575,0.9411764705882353,0.7012987012987012,0.285714285714306,0.9090909090909091,0.6058599604183745,0.23857009598892653,2014-11-01
0.4167652333167995,0.6904315196998124,0.521834061135371,0.48275862068965525,0.27941176470588236,0.6753246753246754,0.285714285714306,0.9999999999999999,0.6611019148525086,0.1923148677519333,2014-12-01
0.10748216261589527,0.8574108818011258,0.7183406113537117,0.28735632183908044,0.058823529411764705,0.18181818181818177,0.3571428571428612,0.0,0.7758311880231641,0.10903018084434146,2015-01-01
0.045366095616009766,0.7479674796747967,0.593886462882096,0.32183908045977017,0.39215686274509803,0.4675324675324676,0.3571428571428612,0.09090909090909091,0.5508686547991417,0.017795564649595197,2015-02-01
0.2555992216414209,0.7298311444652906,0.6069868995633189,0.2298850574712643,0.2647058823529412,0.4155844155844156,0.3571428571428612,0.1818181818181818,0.8226033012537661,0.13193512472542346,2015-03-01
0.3222175588538288,0.5196998123827391,0.4585152838427947,0.29885057471264354,0.38235294117647056,0.7662337662337663,0.3571428571428612,0.2727272727272727,0.6260894085210154,0.22244154906267855,2015-04-01
0.5062764699149147,0.2682926829268292,0.20305676855895194,0.3333333333333335,0.5588235294117647,0.9090909090909091,0.3571428571428612,0.36363636363636365,0.6924382385654535,0.4621189781241537,2015-05-01
0.12991720401388834,0.17260787992495297,0.0931586608442504,0.7203065134099618,0.9019607843137254,0.8484848484848483,0.3571428571428612,0.4545454545454545,0.5673644799298183,0.5912556795955826,2015-06-01
0.34053187836239457,0.022514071294558957,0.02328966521106257,0.49042145593869746,0.5490196078431373,0.6580086580086578,0.3571428571428612,0.5454545454545454,0.7290904058944248,0.7686275689826376,2015-07-01
0.3341218665343965,0.10881801125703561,0.10917030567685593,0.3333333333333335,0.4558823529411764,0.5454545454545455,0.3571428571428612,0.6363636363636364,0.7827501396844958,0.6845545090723075,2015-08-01
0.6869014460681444,0.1913696060037523,0.14628820960698685,0.49425287356321834,0.5735294117647058,0.2987012987012988,0.3571428571428612,0.7272727272727273,0.6962188581902111,0.4860169109018144,2015-09-01
0.07314281353733451,0.4240150093808629,0.2685589519650654,0.7126436781609196,0.8382352941176471,0.4155844155844156,0.3571428571428612,0.8181818181818182,0.7513929285703094,0.31249059669605495,2015-10-01
0.3185546949521157,0.5103189493433394,0.3384279475982531,0.6551724137931034,0.5147058823529411,0.844155844155844,0.3571428571428612,0.9090909090909091,0.6525328584930785,0.20618662173141145,2015-11-01
0.03651417452020299,0.6641651031894934,0.44104803493449773,0.5172413793103448,0.4264705882352941,0.4805194805194807,0.3571428571428612,0.9999999999999999,0.7839616089565176,0.17199169500195577,2015-12-01
0.37777099469647824,0.890556597873671,0.7481804949053857,0.6130268199233715,0.4901960784313726,0.6406926406926406,0.4285714285714448,0.0,0.7826091497261138,0.152360605422321,2016-01-01
0.1972223282078675,0.9568480300187617,0.8755458515283842,0.4252873563218391,0.19117647058823528,0.11688311688311692,0.4285714285714448,0.09090909090909091,0.6259954152154277,0.07840399602804426,2016-02-01
0.14250829867602732,0.7636022514071296,0.683406113537118,0.3448275862068966,0.1764705882352941,0.4155844155844156,0.4285714285714448,0.1818181818181818,0.8165407330433465,0.15034453705654016,2016-03-01
0.21462093174100494,0.5140712945590994,0.5152838427947598,0.0,0.0,0.5064935064935064,0.4285714285714448,0.2727272727272727,0.6427314454603843,0.2177775103060211,2016-04-01
0.22766988439085806,0.470919324577861,0.4192139737991266,0.43678160919540243,0.7647058823529411,0.6363636363636364,0.4285714285714448,0.36363636363636365,0.6677545521480079,0.379989769205308,2016-05-01
0.3950169789003777,0.19887429643527188,0.1899563318777292,0.26436781609195403,0.4117647058823529,0.6753246753246754,0.4285714285714448,0.4545454545454545,0.6176874513715191,0.5815003159510126,2016-06-01
0.2181311763134801,0.12757973733583483,0.05240174672489084,0.7203065134099615,0.8823529411764706,0.3982683982683982,0.4285714285714448,0.5454545454545454,0.7277692777658833,0.7580537417627058,2016-07-01
0.4409553970010301,0.11006879299562222,0.10480349344978157,0.30651340996168575,0.3529411764705882,0.3809523809523808,0.4285714285714448,0.6363636363636364,0.8004887651890573,0.737525953118888,2016-08-01
0.39333816627875917,0.322701688555347,0.2561863173216886,0.5210727969348659,0.4117647058823529,0.4329004329004328,0.4285714285714448,0.7272727272727273,0.6566894513401877,0.4791743146872085,2016-09-01
0.3114578961425464,0.4465290806754222,0.3362445414847163,0.5977011494252875,0.6617647058823529,0.3116883116883117,0.4285714285714448,0.8181818181818182,0.6942711080244173,0.3764992627809707,2016-10-01
0.15769392193521312,0.6203877423389618,0.3377001455604075,0.9195402298850575,1.0,0.3809523809523808,0.4285714285714448,0.9090909090909091,0.6447888544826974,0.21584569554358612,2016-11-01
0.11587622572398792,0.6604127579737334,0.49490538573508014,0.6130268199233715,0.5882352941176471,0.2597402597402596,0.4285714285714448,0.9999999999999999,0.6592116050401302,0.2053380675834262,2016-12-01
0.04750276622534244,0.797373358348968,0.47161572052401735,0.9655172413793103,0.9705882352941175,0.5974025974025973,0.5,0.0,0.7175918915108379,0.14734149790870532,2017-01-01
0.4984928841237743,0.8499061913696061,0.7401746724890829,0.3678160919540232,0.22058823529411764,0.5974025974025973,0.5,0.09090909090909091,0.5521166770233366,0.04496735172870325,2017-02-01
0.7336029608149872,0.7617260787992494,0.7445414847161572,0.26436781609195403,0.30882352941176466,0.35064935064935077,0.5,0.1818181818181818,0.8246241573239061,0.14582493304847577,2017-03-01
0.866610706245946,0.5666041275797374,0.5371179039301309,0.16091954022988508,0.2941176470588235,0.5714285714285715,0.5,0.2727272727272727,0.6746735038093397,0.21153672554388692,2017-04-01
0.4275248960280819,0.27016885553470915,0.23580786026200873,0.29885057471264354,0.4264705882352941,0.5064935064935064,0.5,0.36363636363636365,0.8098828738975368,0.5072066921433516,2017-05-01
0.256057079629135,0.1425891181988742,0.12008733624454149,0.034482758620689724,0.23529411764705882,0.20779220779220786,0.5,0.4545454545454545,0.5729466379116774,0.6497216622032316,2017-06-01
0.638139570376588,0.07317073170731692,0.1026200873362445,0.28735632183908044,0.4117647058823529,0.32467532467532456,0.5,0.5454545454545454,0.6870075142425967,0.8046098757259352,2017-07-01
0.3254225647678278,0.21388367729831137,0.20960698689956325,0.28735632183908044,0.3676470588235294,0.4155844155844156,0.5,0.6363636363636364,0.7994757262288321,0.6673126109589864,2017-08-01
0.291083215689267,0.3252032520325202,0.23289665211062605,0.6590038314176245,0.7058823529411764,0.5541125541125541,0.5,0.7272727272727273,0.7019681153820045,0.47783227514819604,2017-09-01
0.29795108550497923,0.42776735459662285,0.3362445414847163,0.5517241379310345,0.47058823529411764,0.15584415584415579,0.5,0.8181818181818182,0.7388552659749459,0.35281798212619986,2017-10-01
0.15899118623373648,0.5703564727954972,0.43231441048034924,0.48275862068965525,0.39705882352941174,0.4415584415584416,0.5,0.9090909090909091,0.6893103502295006,0.19639514939969294,2017-11-01
0.11526574840703574,0.7954971857410881,0.6179039301310044,0.48275862068965525,0.38235294117647056,0.2857142857142857,0.5,0.9999999999999999,0.7293149454577732,0.158541209039208,2017-12-01
0.38402838719523824,1.0,1.0,0.4597701149425286,0.3529411764705882,0.15584415584415579,0.5714285714285836,0.0,0.7711001916419062,0.16167664670658666,2018-01-01
0.5225304284787669,0.9193245778611633,0.8777292576419217,0.43678160919540243,0.27941176470588236,0.6493506493506492,0.5714285714285836,0.09090909090909091,0.5498660595395373,0.06276893449282328,2018-02-01
0.24712884886870917,0.7754846779237025,0.7190684133915576,0.1839080459770117,0.23529411764705882,0.12121212121212133,0.5714285714285836,0.1818181818181818,0.8302846430604218,0.15145788824361328,2018-03-01
0.41882559426151317,0.5196998123827391,0.44759825327510916,0.48275862068965525,0.5735294117647058,0.6623376623376621,0.5714285714285836,0.2727272727272727,0.787486357916064,0.2488670899407215,2018-04-01
0.5037582509824869,0.35834896810506556,0.3231441048034934,0.32183908045977017,0.6470588235294117,0.7792207792207791,0.5714285714285836,0.36363636363636365,0.8829052286387162,0.4848373604549694,2018-05-01
0.5731237361211796,0.075046904315197,0.13100436681222716,0.32183908045977017,0.4117647058823529,0.7272727272727272,0.5714285714285836,0.4545454545454545,0.6491438776416036,0.7505250804922816,2018-06-01
0.3032164523636918,0.09193245778611625,0.056768558951964976,0.29885057471264354,0.5588235294117647,0.3116883116883117,0.5714285714285836,0.5454545454545454,0.7321451883260315,0.8492943760719769,2018-07-01
0.5113129077797702,0.15947467166979357,0.18777292576419202,0.21839080459770122,0.3529411764705882,0.18181818181818177,0.5714285714285836,0.6363636363636364,0.8361383372584241,0.7224204856618419,2018-08-01
0.3093975351978328,0.27204502814258913,0.20960698689956325,0.4482758620689655,0.47058823529411764,0.3766233766233765,0.5714285714285836,0.7272727272727273,0.7395967687190279,0.4858784942677459,2018-09-01
0.1837155175703003,0.37898686679174476,0.2860262008733624,0.3333333333333335,0.4117647058823529,0.36363636363636365,0.5714285714285836,0.8181818181818182,0.7260147360615761,0.3163843167935485,2018-10-01
0.3487733221412492,0.5590994371482175,0.44759825327510916,0.5057471264367817,0.38235294117647056,0.5194805194805193,0.5714285714285836,0.9090909090909091,0.6479271865192715,0.1950531098606807,2018-11-01
0.6736235644244342,0.7654784240150093,0.6921397379912665,0.4252873563218391,0.39705882352941174,0.23376623376623384,0.5714285714285836,0.9999999999999999,0.7015399236565487,0.17823849787861445,2018-12-01
0.11847075432103477,0.9474671669793621,0.8318777292576419,0.5172413793103448,0.48529411764705876,0.35064935064935077,0.6428571428571388,0.0,0.8007811888064416,0.17601179550446844,2019-01-01
0.06917471097714525,0.8505315822388996,0.6666666666666666,0.367816091954023,0.13725490196078433,0.4155844155844154,0.6428571428571388,0.09090909090909091,0.5679284397633457,0.050732705443384485,2019-02-01
0.14792628486397802,0.7779862414008757,0.6812227074235807,0.10727969348659006,0.09803921568627451,0.24242424242424232,0.6428571428571388,0.1818181818181818,0.8453966778588324,0.15618210814551792,2019-03-01
0.2703269869128925,0.4652908067542213,0.37554585152838416,0.24521072796934873,0.23529411764705882,0.2943722943722945,0.6428571428571388,0.2727272727272727,0.7395445502159232,0.24969157163060807,2019-04-01
0.07070090426952572,0.36272670419011876,0.2590975254730713,0.32183908045977017,0.5294117647058824,0.4502164502164504,0.6428571428571388,0.36363636363636365,0.7337796274731987,0.4780429091565612,2019-05-01
0.28009462398412754,0.12007504690431514,0.0844250363901019,0.2298850574712643,0.43137254901960786,0.3116883116883117,0.6428571428571388,0.4545454545454545,0.5281588277990423,0.7037643306352119,2019-06-01
0.40577664161166005,0.16510318949343328,0.1659388646288209,0.21839080459770122,0.3529411764705882,0.3116883116883117,0.6428571428571388,0.5454545454545454,0.6704281395069527,0.7974543375560437,2019-07-01
0.31397611507497425,0.1575984990619137,0.13973799126637554,0.7049808429118776,0.9607843137254901,0.2597402597402598,0.6428571428571388,0.6363636363636364,0.7845934528440808,0.7603707158547228,2019-08-01
0.3661719256743866,0.2651657285803627,0.20960698689956303,0.6896551724137931,0.7843137254901961,0.3809523809523808,0.6428571428571388,0.7272727272727273,0.6724594392777135,0.5723467637589144,2019-09-01
0.34488152924567894,0.4052532833020638,0.27510917030567683,0.7701149425287357,0.8676470588235294,0.49350649350649356,0.6428571428571388,0.8181818181818182,0.7535391090478998,0.39323563927421534,2019-10-01
0.10931359456675188,0.6604127579737337,0.47816593886462877,0.5287356321839081,0.48529411764705876,0.6883116883116883,0.6428571428571388,0.9090909090909091,0.631708119455048,0.17739596184515394,2019-11-01
0.27986569499027053,0.7804878048780487,0.5873362445414848,0.7011494252873562,0.7205882352941176,0.5064935064935064,0.6428571428571388,0.9999999999999999,0.703733100786933,0.17983931634218986,2019-12-01
0.034682742569346406,0.8180112570356471,0.6048034934497816,0.4482758620689655,0.3529411764705882,0.7402597402597403,0.7142857142857224,0.0,0.7156336976444233,0.1782806246802877,2020-01-01
0.008355908275783128,0.9268292682926828,0.7139737991266376,0.3908045977011494,0.2941176470588235,0.6363636363636364,0.7142857142857224,0.09090909090909091,0.6971692349467113,0.09592272740950247,2020-02-01
0.201800908085009,0.649155722326454,0.5174672489082969,0.32183908045977017,0.27941176470588236,0.4285714285714285,0.7142857142857224,0.1818181818181818,0.6807778468222432,0.21520175728944113,2020-03-01
0.11000038154832309,0.4953095684803003,0.4192139737991266,0.1724137931034484,0.4117647058823529,0.23376623376623384,0.7142857142857224,0.2727272727272727,0.0,0.3476183311768424,2020-04-01
0.22606738143385857,0.2814258911819888,0.2838427947598253,0.034482758620689724,0.2647058823529412,0.5974025974025973,0.7142857142857224,0.36363636363636365,0.698845448896362,0.5955405771371829,2020-05-01
0.6413445762905872,0.24390243902439024,0.28820960698689946,0.20689655172413812,0.23529411764705882,0.46753246753246736,0.7142857142857224,0.4545454545454545,0.473449502096573,0.6978966689736104,2020-06-01
0.3753290854286695,0.10131332082551592,0.10698689956331875,0.29885057471264354,0.4411764705882353,0.38961038961038963,0.7142857142857224,0.5454545454545454,0.6520106734620346,0.9229440616254929,2020-07-01
0.1647144110801633,0.17761100687929943,0.12809315866084414,0.30651340996168575,0.43137254901960786,0.5541125541125541,0.7142857142857224,0.6363636363636364,0.7240722077460926,0.7981042939247134,2020-08-01
0.1599069022091648,0.2945590994371481,0.1506550218340611,0.8965517241379308,0.8970588235294117,0.5714285714285715,0.7142857142857224,0.7272727272727273,0.6888664929531128,0.551205127433575,2020-09-01
0.1278568430691747,0.46904315196998125,0.3558951965065501,0.3678160919540232,0.2647058823529412,0.9220779220779219,0.7142857142857224,0.8181818181818182,0.6998584878565872,0.3652092799325972,2020-10-01
0.6518753100080126,0.6003752345215759,0.4483260553129548,0.5517241379310345,0.6470588235294117,0.5541125541125541,0.7142857142857224,0.9090909090909091,0.5262998490885258,0.20078837300273822,2020-11-01
0.05414170704719751,0.705440900562852,0.4934497816593887,0.6551724137931034,0.6323529411764706,0.7532467532467532,0.7142857142857224,0.9999999999999999,0.6416714098473653,0.2080823278066981,2020-12-01
0.2230149948490977,0.838023764853033,0.6055312954876274,0.53639846743295,0.43137254901960786,0.4502164502164502,0.785714285714306,0.0,0.6729711806081367,0.2154725724430535,2021-01-01
0.16746155900644816,0.7804878048780487,0.593886462882096,0.367816091954023,0.196078431372549,0.1385281385281386,0.785714285714306,0.09090909090909091,0.4976005597823534,0.0796437276201365,2021-02-01
0.33137471860811163,0.687929956222639,0.5356622998544395,0.29118773946360155,0.2941176470588235,0.32900432900432885,0.785714285714306,0.1818181818181818,0.7834028709733005,0.20048144916197752,2021-03-01
0.17539776412682664,0.5303314571607255,0.47161572052401757,0.24521072796934873,0.43137254901960786,0.7272727272727274,0.785714285714306,0.2727272727272727,0.6440264643373734,0.2867089940721572,2021-04-01
0.281620817276508,0.3126954346466543,0.2794759825327512,0.30651340996168575,0.4509803921568627,0.7792207792207791,0.785714285714306,0.36363636363636365,0.7135136264183852,0.6095026028345318,2021-05-01
0.4472127894997901,0.22138836772983106,0.21834061135371186,0.3448275862068966,0.4411764705882353,0.7012987012987012,0.785714285714306,0.4545454545454545,0.5526336402040697,0.7318388348930278,2021-06-01
0.2916555381739097,0.09193245778611625,0.08515283842794763,0.4137931034482758,0.4264705882352941,0.5714285714285715,0.785714285714306,0.5454545454545454,0.5570095507642179,1.0,2021-07-01
0.3052768133084055,0.1313320825515948,0.0807860262008735,0.5172413793103448,0.5588235294117647,0.32467532467532456,0.785714285714306,0.6363636363636364,0.35913797695075256,0.9101014052297416,2021-08-01
0.4105841504826586,0.27267041901188227,0.1688500727802038,0.7509578544061306,0.7254901960784313,0.5021645021645021,0.785714285714306,0.7272727272727273,0.47426411074500163,0.6751481960701713,2021-09-01
0.40463199664237476,0.4577861163227016,0.388646288209607,0.5977011494252875,0.4411764705882353,0.7272727272727272,0.785714285714306,0.8181818181818182,0.5185767324793866,0.4352721692293804,2021-10-01
0.6675951009195313,0.675422138836773,0.5618631732168852,0.7203065134099618,0.4117647058823529,0.6753246753246752,0.785714285714306,0.9090909090909091,0.44219672798859544,0.22666626545903168,2021-11-01
0.4210004197031554,0.8780487804878049,0.7816593886462883,0.6436781609195401,0.38235294117647056,0.15584415584415579,0.785714285714306,0.9999999999999999,0.5564873657331739,0.25238768693768243,2021-12-01
