Date,Station,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius
2016-01-01,3445,68.4,18.1,15.4,7.8,21,2.2
2016-07-01,3445,54.2,10.7,9.3,6.9,24,1.6
2016-06-01,3445,93.6,11.9,11.3,6.5,22,1.8
2016-03-01,3445,15,17.8,14.4,6.6,23,2.4
2016-05-01,3445,161.4,14.6,12.9,7.4,29,2.6
2016-11-01,3445,154.6,15,12.5,8.4,-,1.4
2016-10-01,3445,88.4,13.2,11.8,7.5,27,2
2016-09-01,3445,87.4,11.6,11,7.3,19,2.1
2017-04-01,3445,186.6,14.8,13.8,6.5,16,2.1
2017-08-01,3445,117,11.5,10.9,7.2,27,2
2017-12-01,3445,43.8,18.8,15.1,7.9,30,2.6
2017-02-01,3445,82.8,17.5,15.4,6.6,19,1.9
2017-01-01,3445,63.8,17.2,14,8.3,30,1.7
2017-07-01,3445,200.4,9.5,9.7,7.3,24,1.8
2017-06-01,3445,83.2,10.3,10.1,6.2,20,1.2
2017-03-01,3445,109,16.1,14.7,7,25,1.7
2017-05-01,3445,77.4,12.1,11.3,7,23,2
2017-11-01,3445,10.8,15.1,12.3,6.4,19,1.7
2017-10-01,3445,44.2,13.8,11.8,6.1,-,1.8
2017-09-01,3445,75.8,12.1,11,7.3,25,1.7
2018-04-01,3445,100.4,14.7,12.6,7,24,2.6
2018-08-01,3445,90.6,11.4,10.8,6.3,21,1.5
2018-12-01,3445,85.6,17.3,15.2,6,16,1.6
2018-02-01,3445,149.8,19.2,15.7,7.1,23,2.7
2018-01-01,3445,75.4,20.9,18.8,6.3,18,2.3
2018-07-01,3445,116.8,10.8,10.2,6.6,-,1.7
2018-06-01,3445,135.2,10.3,10.5,6.4,19,2
2018-03-01,3445,74.4,17.8,15.4,6.8,20,2.6
2018-05-01,3445,122.6,12.9,11.4,7.1,26,2.6
2018-11-01,3445,98.6,14.8,12.9,7.1,21,1.9
2018-10-01,3445,82.2,13.3,11.3,7.5,27,2
2018-09-01,3445,79.4,11.4,10.1,7.8,24,1.9
2019-04-01,3445,151.8,13.9,12.9,7.9,26,2
2019-08-01,3445,97.5,10.5,9.4,6.3,27,1.7
2019-12-01,3445,106.6,16.7,13.6,7.9,27,1.9
2019-02-01,3445,31.2,18.5,14.6,7.9,25,2.7
2019-01-01,3445,24.2,19.6,16.5,7.6,23,2
2019-07-01,3445,132.5,11.2,10.7,6.3,20,1.6
2019-06-01,3445,67.1,10.9,10.1,6.5,24,1.6
2019-03-01,3445,69.6,17.4,15.6,6.1,19,2.2
2019-05-01,3445,64,14.3,12,6.9,23,1.8
2019-11-01,3445,106.3,15.8,13.1,8.2,28,2
2019-10-01,3445,97.5,12.7,11,7.6,27,2
2019-09-01,3445,69.1,11.5,10.3,6.5,23,1.9
2020-04-01,3445,14.5,14.9,12.7,6.5,20,1.5
2020-08-01,3445,27.6,11.4,10.4,5.9,21,2
2020-12-01,3445,84.3,16.3,14.1,7.9,26,2
2020-02-01,3445,26,18.9,16.3,7.4,22,1.8
2020-01-01,3445,23.6,17.4,14.7,7.3,24,2.4
2020-07-01,3445,33.9,10,9.7,5.8,-,1.7
2020-06-01,3445,188.1,11.4,11.6,6.4,19,1.8
2020-03-01,3445,98.9,16.4,13,7.1,24,2.1
2020-05-01,3445,109.5,13,11.8,6.4,15,2.1
2020-11-01,3445,194.5,14.7,13.3,7.7,25,2
2020-10-01,3445,75.6,13.8,11.9,7.6,27,2.4
2020-09-01,3445,149.5,12,10.5,8.5,27,2.4
2021-04-01,3445,19.9,15.5,13.6,6.4,20,2.1
2021-08-01,3445,116,10.6,10.1,7,25,1.7
2021-12-01,3445,207.1,17.9,16.3,7.2,23,2
2021-02-01,3445,63,17.8,14.7,6.6,19,2.2
2021-01-01,3445,17.2,18.3,15.1,7.5,23,1.8
2021-07-01,3445,181.8,10.6,10.2,6.2,19,2.2
2021-06-01,3445,117.4,12.6,12.2,7.2,22,1.9
2021-03-01,3445,67.3,17,14.2,6.2,23,2.1
2021-05-01,3445,118,13.3,12.2,6.3,-,2.5
2021-11-01,3445,30.1,15.9,13.8,7.8,-,2
2021-10-01,3445,52.5,14,12.2,7,25,2.3
2021-09-01,3445,105.2,11.6,10.2,7.5,25,2.3
2022-04-01,3445,41.2,15.7,13.9,6.1,18,2.2
2022-08-01,3445,189.4,11.7,11.4,7.9,27,2.7
2022-12-01,3445,82.3,17.4,15.1,5.9,18,1.9
2022-02-01,3445,290.5,17.9,16,7.2,21,2.8
2022-01-01,3445,11,18.6,15.4,6.1,20,2.1
2022-07-01,3445,227.7,10.7,10.5,6.4,22,1.9
2022-06-01,3445,159.4,12,11.1,6.9,24,2.1
2022-03-01,3445,44.9,16.6,15.1,6.1,15,2.1
2022-05-01,3445,82.7,14.3,13.2,6.2,21,2.5
2022-11-01,3445,128.8,16.5,13.6,6.6,24,1.4
2022-10-01,3445,61.2,12.9,11,7.6,27,2.8
2022-09-01,3445,86.3,11.7,11.2,6.5,22,2.2
2023-04-01,3445,116.1,15.2,13.8,5.5,19,2
2023-08-01,3445,91.6,9.6,9.6,6.9,25,1.8
2023-12-01,3445,42.1,17.2,15.1,7.5,25,2.1
2023-02-01,3445,146.3,18.6,16.8,7.1,20,2.5
2023-01-01,3445,101.6,18,15.8,5.5,16,1.7
2023-07-01,3445,85.4,10.2,10.3,6,23,1.5
2023-06-01,3445,38.4,11.8,11.1,4.3,11,2
2023-03-01,3445,96.7,17,14.8,8,25,2.5
2023-05-01,3445,137.8,14.6,13.6,5.7,22,2.7
2023-11-01,3445,43.6,14.8,12.6,8,25,2.1
2023-10-01,3445,63.1,13.1,11.3,7.3,25,2.1
2023-09-01,3445,99.4,12.6,11.1,7.8,-,1.9
2024-04-01,3445,96.2,14.9,13,6.3,19,2.1
2024-08-01,3445,-,-,-,-,-,-
2024-12-01,3445,-,-,-,-,-,-
2024-02-01,3445,26.4,18.5,14.8,8.2,28,2
2024-01-01,3445,11.8,19.7,16.2,7.1,23,2.4
2024-07-01,3445,96,10.4,10.4,6.5,19,1.6
2024-06-01,3445,58.3,11.3,11,5.2,18,1.6
2024-03-01,3445,33.7,16.3,12.7,7.4,28,2.1
2024-05-01,3445,89.5,11.2,10.7,5.6,22,1.7
2024-11-01,3445,-,-,-,-,-,-
2024-10-01,3445,-,-,-,-,-,-
2024-09-01,3445,-,-,-,-,-,-
