Date,Station,Total Rainfall Mm,Mean Air Temperature in Celsius,Mean Vapour Pressure Hpa,Mean Wind Speed M/Sec,Days Of Wind Gust >= 24 Knots in Day,Standard Deviation Of Daily Mean Temperature in Celsius
2016-10-01,2810,95.8,14.7,12.3,3.2,13,2
2016-09-01,2810,117,12.8,11.5,3.3,6,2.3
2017-04-01,2810,231.4,16.1,15.1,2.5,5,2.6
2017-08-01,2810,53.2,11.7,10.7,2.7,7,2.2
2017-12-01,2810,40.6,18.6,15.3,3.2,10,2.2
2017-02-01,2810,109.4,20,16.9,3.2,7,3.4
2017-01-01,2810,4,19.6,13.7,4.1,15,2.9
2017-07-01,2810,167.4,9.7,10,2.7,7,1.6
2017-06-01,2810,84.2,10.8,10.5,2.4,3,1.3
2017-03-01,2810,166.2,18.7,17.2,2.6,4,2.1
2017-05-01,2810,145,12.4,11.3,2.9,8,1.9
2017-11-01,2810,33.6,15.4,13.6,3.2,10,2.2
2017-10-01,2810,19.2,14.3,12,2.9,7,1.9
2017-09-01,2810,125,13,11.3,3.8,14,2.6
2018-04-01,2810,75.2,15.5,13.1,3,9,2.8
2018-08-01,2810,124.6,10.9,10.7,2.6,6,1.9
2018-12-01,2810,128.4,18.5,16.4,2.7,6,2
2018-02-01,2810,98.2,21.2,18.3,3.2,4,2.9
2018-01-01,2810,64.2,21.9,19.4,2.7,4,2
2018-07-01,2810,35.4,10,9.4,3,8,2.1
2018-06-01,2810,-,10.9,10.8,2.9,8,2.2
2018-03-01,2810,85.2,18.6,17,2.6,6,1.6
2018-05-01,2810,88.8,13.6,12.2,3.1,14,2.8
2018-11-01,2810,84.8,16.1,13.7,3.2,8,2.5
2018-10-01,2810,39.4,13.7,11.9,3,11,2.2
2018-09-01,2810,116.6,12.2,11.3,3.1,10,2.2
2019-04-01,2810,93.8,15,13.6,2.7,4,2.1
2019-08-01,2810,-,10.8,9.3,3.5,13,1.8
2019-12-01,2810,85.6,18.6,15.3,3.5,16,2.6
2019-02-01,2810,83.2,19.7,17,3.1,-,2.6
2019-01-01,2810,43.4,21.1,18.5,3,5,2
2019-07-01,2810,83,11,10.3,2.5,4,1.8
2019-06-01,2810,79,10.5,9.9,2.6,7,1.9
2019-03-01,2810,80,18.5,16.9,2.5,2,1.9
2019-05-01,2810,14,13.6,11.7,3,10,2.1
2019-11-01,2810,51.8,17.9,13.5,3.4,11,3
2019-10-01,2810,106.6,14.1,11.4,3.5,15,2.5
2019-09-01,2810,-,12.1,10.4,3.5,-,2.4
2020-04-01,2810,32,15.4,13.6,2.8,6,2
2020-08-01,2810,56,11.1,10.2,2.8,6,2.5
2020-12-01,2810,31.6,18,14.4,3.8,14,3.3
2020-02-01,2810,33,21,16.6,2.9,6,2.9
2020-01-01,2810,28.6,19.9,15.5,3.2,6,3.9
2020-07-01,2810,115.2,10.2,9.9,2.8,7,2
2020-06-01,2810,224,12.1,12.1,2.6,-,2.3
2020-03-01,2810,77,16.7,14.9,2.9,6,2.3
2020-05-01,2810,69.6,12.6,12,2.2,5,2.4
2020-11-01,2810,110,16.8,14.2,3,8,2.6
2020-10-01,2810,46.2,15.2,12.5,3.3,9,3.7
2020-09-01,2810,49,12.9,10.1,4.6,20,2.6
2021-04-01,2810,-,16,13.8,3.4,6,2.8
2021-08-01,2810,75.2,10.2,9.4,4.2,14,2
2021-12-01,2810,92.1,20.3,17.5,4.3,10,1.7
2021-02-01,2810,-,18.3,15.7,2.9,6,2
2021-01-01,2810,47.8,19.4,16,3.2,10,2.3
2021-07-01,2810,55.9,10.2,9.9,3.7,7,2.3
2021-06-01,2810,-,12.2,11.5,3.9,13,2.5
2021-03-01,2810,-,17.3,14.9,3.8,13,2
2021-05-01,2810,-,13.3,11.9,4.8,-,2.6
2021-11-01,2810,288.5,17.7,15.4,4.9,9,3
2021-10-01,2810,46.4,14.7,12.9,3.9,10,2.8
2021-09-01,2810,101.1,12,10.5,4.4,13,2.4
2022-04-01,2810,96.6,15.3,14.6,3.6,8,2.4
2022-08-01,2810,70.8,12,10.9,4,11,3.2
2022-12-01,2810,78.2,18.5,16.5,3.9,10,2
2022-02-01,2810,144.2,20,18.1,3.9,9,2.8
2022-01-01,2810,47,19.2,16.7,4.2,6,2.1
2022-07-01,2810,94.4,12.1,10.7,4.2,15,2.3
2022-06-01,2810,92.6,12.1,11.1,4.2,12,2.6
2022-03-01,2810,308,17,15.8,4.2,12,1.4
2022-05-01,2810,83.8,13.4,12.4,3.6,8,2.4
2022-11-01,2810,81.2,17.5,14.5,4.6,17,1.8
2022-10-01,2810,47.3,13.7,11.9,4.2,13,3
2022-09-01,2810,212.4,12.3,11.1,4.1,-,2.4
2023-04-01,2810,103.1,16.5,14.9,3.7,9,2.2
2023-08-01,2810,16.6,10,9,3.6,13,1.6
2023-12-01,2810,100.2,19.5,16.3,4.4,12,3.2
2023-02-01,2810,449.9,-,17.9,4.1,-,-
2023-01-01,2810,252.1,18.9,17.8,4,12,1.6
2023-07-01,2810,133,10.5,9.5,4,13,1.5
2023-06-01,2810,372.1,12.2,11.7,4.3,14,1.7
2023-03-01,2810,44.8,17.5,15,3.6,11,2.3
2023-05-01,2810,69.7,14.5,13.5,3.5,8,2.9
2023-11-01,2810,222.3,16.1,14.1,4.3,10,2.4
2023-10-01,2810,99.9,15,11.8,4.9,14,2.9
2023-09-01,2810,190.5,13.6,11.3,4.2,-,2.4
2024-04-01,2810,31.6,14.8,13.3,3.3,9,2.7
2024-08-01,2810,-,-,-,-,-,-
2024-12-01,2810,-,-,-,-,-,-
2024-02-01,2810,33.7,19.9,16.4,4,8,2.2
2024-01-01,2810,104.7,20.4,17.5,4.1,11,2.1
2024-07-01,2810,138.5,10.3,9.9,3.3,-,1.7
2024-06-01,2810,261.4,11.9,11.3,3.9,-,1.5
2024-03-01,2810,45.8,16.6,13.6,4.3,16,2.8
2024-05-01,2810,129.6,11.5,10.8,3.3,8,1.3
2024-11-01,2810,-,-,-,-,-,-
2024-10-01,2810,-,-,-,-,-,-
2024-09-01,2810,-,-,-,-,-,-
2010-04-01,2980,40.8,14.7,12.9,3.4,9,2.5
2010-08-01,2980,95.4,10.8,10.6,3.1,9,2.3
2010-12-01,2980,32.8,18.8,15.2,3.8,6,3.1
2010-02-01,2980,32,19,18.5,3.1,3,2
2010-01-01,2980,195,18.4,15.9,4.2,13,2.6
2010-07-01,2980,83.8,8.7,9.2,3.2,-,1.6
2010-06-01,2980,130.7,10,10.3,3.4,-,2.3
2010-03-01,2980,16.6,17.8,13.7,4,-,2.5
2010-05-01,2980,194.6,-,11.7,2.9,-,-
2010-11-01,2980,28.8,15,12.8,3.2,5,3.3
2010-10-01,2980,139,12.6,10.7,4.2,16,2.3
2010-09-01,2980,49.2,12.9,10.3,4.7,19,2.5
2011-04-01,2980,247.4,13.5,12.6,3.2,10,2
2011-08-01,2980,28.2,8.7,8.9,3.4,11,2.1
2011-12-01,2980,78,16.3,14.4,3.9,4,2.2
2011-02-01,2980,28.8,20,17.5,3.3,3,2.6
2011-01-01,2980,212.4,19.1,15.5,3.8,12,3.2
2011-07-01,2980,123.6,9.2,8.6,4.2,21,2.7
2011-06-01,2980,59.6,10.6,10.8,3,7,2
2011-03-01,2980,119.6,16.8,14.3,3.2,-,2.7
2011-05-01,2980,40.1,13.7,12.5,3.2,12,3.1
2011-11-01,2980,26.8,15.7,11.4,4.8,19,2.6
2011-10-01,2980,61,13.8,12.2,3.3,5,2.2
2011-09-01,2980,21.4,10.7,9.1,3.6,-,2
2012-04-01,2980,68.3,14.5,13.2,3.3,6,1.7
2012-08-01,2980,67.9,10.6,10.5,3.2,6,1.7
2012-12-01,2980,24.8,19.5,14.5,4.2,15,3.5
2012-02-01,2980,69.8,17.6,14.9,3.3,5,2.6
2012-01-01,2980,109,18.6,13.9,3.9,12,2.5
2012-07-01,2980,120.6,9.5,9.9,3.3,10,2.5
2012-06-01,2980,12.6,9.7,8.8,4.1,15,2.2
2012-03-01,2980,145,16.2,14.4,3.9,9,2.5
2012-05-01,2980,38.2,11.3,10.3,3.4,9,3
2012-11-01,2980,34.2,14.1,10.5,3.8,9,3.2
2012-10-01,2980,23.6,13.8,9.6,4.8,24,2.4
2012-09-01,2980,26.8,11.5,9.7,4.6,16,2.9
2013-04-01,2980,62.6,16.3,13,3.6,10,2.4
2013-08-01,2980,84.8,11.1,10.7,3.2,8,1.4
2013-12-01,2980,32.8,18.6,13.7,3.8,13,1.9
2013-02-01,2980,14.2,18,14.2,3.5,4,2
2013-01-01,2980,18.8,19.3,13.3,4.2,12,3.4
2013-07-01,2980,108,9.5,9,3.3,13,2.2
2013-06-01,2980,72,10.3,10.4,3.1,3,2.2
2013-03-01,2980,11.4,17.6,14.5,3.2,5,2.6
2013-05-01,2980,42.6,12,11.2,2.9,-,2.2
2013-11-01,2980,76,16.6,13.7,3.8,7,2.3
2013-10-01,2980,22.2,15,11.2,4.5,16,2.4
2013-09-01,2980,59.6,13.3,10.6,4.6,22,3
2014-04-01,2980,129,16.4,15.1,3.6,7,2.2
2014-08-01,2980,72,10,8.8,4.1,16,2.4
2014-12-01,2980,82,17.8,14,4.1,8,3.2
2014-02-01,2980,27.4,18.7,14.9,3.9,9,2.4
2014-01-01,2980,33.8,19,11.7,4.9,20,2.9
2014-07-01,2980,32.6,9.5,9.1,4.2,-,1.9
2014-06-01,2980,63.4,11.4,10.9,3.2,12,2.1
2014-03-01,2980,39.8,17,13.1,3.9,12,2.5
2014-05-01,2980,21,12.7,10.6,3.3,12,2.9
2014-11-01,2980,17,15.8,10.2,5,21,3.5
2014-10-01,2980,37,13.8,10.5,4.6,17,2.6
2014-09-01,2980,102.6,12,11.2,3.7,10,1.9
2015-04-01,2980,62.2,15.2,13,3.5,11,2.9
2015-08-01,2980,36.4,10,9.5,3.6,16,2.8
2015-12-01,2980,21,17.2,13,3.9,10,2.6
2015-02-01,2980,7,18.1,14,3.7,10,2.6
2015-01-01,2980,33.8,19.3,15.7,3.5,4,2.2
2015-07-01,2980,43.6,8.7,8.6,3.9,14,2.6
2015-06-01,2980,18.2,10.8,9.1,4.7,23,3
2015-03-01,2980,83,18.2,14.9,3.4,6,2.4
2015-05-01,2980,47.8,12.1,10.1,3.7,13,3.9
2015-11-01,2980,67.8,15.1,11.7,4,11,3.8
2015-10-01,2980,17,14.1,11,4.2,17,2.9
2015-09-01,2980,171,10.7,10,4.1,15,2.3
2016-04-01,2980,32,15,14.1,2.8,2,2.6
2016-08-01,2980,133.8,9.9,9.7,3.4,8,2.2
2016-12-01,2980,24.2,17.9,13.1,4.1,14,2.3
2016-02-01,2980,11.4,21.1,17.6,3.6,5,1.6
2016-01-01,2980,95.2,20,16.1,4,9,2.7
2016-07-01,2980,59.6,10.1,9.2,4.6,21,2.3
2016-06-01,2980,48.4,10.9,10.3,3.3,11,2.9
2016-03-01,2980,50.6,18,15.7,3.6,5,2.4
2016-05-01,2980,11.6,14.8,12.1,3.8,17,2.9
2016-11-01,2980,34.2,16.9,11.5,4.9,23,2.3
2016-10-01,2980,54.8,14.5,11.6,4.1,16,2.3
2016-09-01,2980,71.6,12.3,11.2,4,11,2.3
2017-04-01,2980,178.8,15.6,14.8,3,7,2.4
2017-08-01,2980,69.2,10.9,10.5,3.3,9,2.1
2017-12-01,2980,56.2,18.7,15.1,4,10,2.3
2017-02-01,2980,149.2,19.6,15.7,3.6,8,3.1
2017-01-01,2980,5.4,20.4,11.8,5.5,27,3.4
2017-07-01,2980,100.4,9.1,9.6,3.6,11,2
2017-06-01,2980,72,10.1,9.9,2.7,8,1.5
2017-03-01,2980,103,17.8,16.5,2.9,7,2.1
2017-05-01,2980,62.2,11.9,10.9,3.4,10,2
2017-11-01,2980,11.6,16,13.2,3.9,11,2.4
2017-10-01,2980,54.2,14.1,12.1,3.9,10,1.8
2017-09-01,2980,25.2,12.8,10.8,4.1,12,2.7
2018-04-01,2980,104.8,15.2,12.7,3.9,17,3
2018-08-01,2980,57.2,10.2,10.3,3.1,8,1.9
2018-12-01,2980,126.8,18.6,15.2,3.8,10,2
2018-02-01,2980,73.4,20.5,17.4,3.6,9,3.3
2018-01-01,2980,37.4,21.7,20,3.7,10,1.8
2018-07-01,2980,22,9.8,8.7,3.7,16,2.2
2018-06-01,2980,113.2,9.9,10.1,3.5,-,2.4
2018-03-01,2980,102.4,17.9,16.5,3.4,-,1.7
2018-05-01,2980,45.2,13.3,11.6,3.8,18,2.6
2018-11-01,2980,107.6,16.1,12.9,4.2,11,2.6
2018-10-01,2980,29.4,13.5,11,3.5,9,2.6
2018-09-01,2980,128.8,12.2,10.4,4,14,2
2019-04-01,2980,48.2,14.7,12.4,3.5,8,1.9
2019-08-01,2980,26.4,10.4,8.9,4.4,21,1.8
2019-12-01,2980,63.4,18.9,12.9,4.4,18,3.1
2019-02-01,2980,45.8,19.1,15.6,3.5,7,2.8
2019-01-01,2980,67,21.4,17,4.2,15,2.5
2019-07-01,2980,75.8,10.1,9.7,3.1,12,2.1
2019-06-01,2980,79.8,10.1,9.3,3.5,11,1.9
2019-03-01,2980,17.6,18.5,15.8,3,4,2.3
2019-05-01,2980,18,13.4,10.9,3.7,12,2.6
2019-11-01,2980,16.6,17.4,12.5,3.7,10,2.9
2019-10-01,2980,106.8,13.6,10.5,4.5,20,2.7
2019-09-01,2980,67.2,12.1,9.7,4.1,15,2.9
2020-04-01,2980,9.8,15,12,3.1,13,2.1
2020-08-01,2980,23.6,10.3,9.5,3.3,8,2.6
2020-12-01,2980,10.8,18.1,13.3,4.4,16,3.2
2020-02-01,2980,3,20.7,14.9,3.8,10,3.3
2020-01-01,2980,38.8,19.1,14,3.7,8,3
2020-07-01,2980,62.4,9.2,9.3,3.6,11,1.8
2020-06-01,2980,102.6,11.6,11.3,3.6,-,2.6
2020-03-01,2980,31.8,16.9,13.5,3.6,9,2.1
2020-05-01,2980,53.6,12.2,11.3,2.8,8,2.6
2020-11-01,2980,199,16.4,13.1,4,16,2.8
2020-10-01,2980,43.2,14.4,11.8,3.4,8,3.5
2020-09-01,2980,49.4,12.7,9.4,5,21,2.8
2021-04-01,2980,10.4,15.6,12.5,3.6,13,2.9
2021-08-01,2980,43.4,10.1,8.9,3.9,13,2
2021-12-01,2980,135.8,19.9,16.6,3.5,8,2.1
2021-02-01,2980,43.8,18,14.4,3.5,6,1.7
2021-01-01,2980,13,19.5,14.3,4.1,10,2.6
2021-07-01,2980,29.6,9.5,9.2,3.3,8,2.7
2021-06-01,2980,100.2,11.5,10.8,3.5,13,2.5
2021-03-01,2980,37.2,17.5,14,3.5,10,2.6
2021-05-01,2980,51.8,12.8,11.1,3.7,12,2.8
2021-11-01,2980,126.6,17,14.5,3.7,10,3.2
2021-10-01,2980,68,14.3,12.3,3.5,9,3.4
2021-09-01,2980,86.6,11.9,9.9,4.2,15,2.7
2022-04-01,2980,36.8,15,13.9,2.9,6,2.4
2022-08-01,2980,80,11.1,10.4,3.4,11,3.2
2022-12-01,2980,117.6,17.6,16,3.4,5,2.1
2022-02-01,2980,248.2,19.6,17.3,3.5,3,3
2022-01-01,2980,23.2,19,15.2,3.5,5,1.9
2022-07-01,2980,125,10.5,10,3.6,15,2.3
2022-06-01,2980,70.6,11.2,10.3,3.5,11,3.1
2022-03-01,2980,184.8,16.7,15.5,3.8,8,1.3
2022-05-01,2980,61.6,12.3,12.1,2.8,6,2.3
2022-11-01,2980,112.2,17.2,13.8,4.1,15,1.9
2022-10-01,2980,69,13.2,11.1,3.7,13,3.2
2022-09-01,2980,183.6,12.3,10.9,3.7,12,2.4
2023-04-01,2980,45.8,16,14.4,3.3,9,2.4
2023-08-01,2980,20.6,9.1,8.6,3.5,7,1.9
2023-12-01,2980,48.8,19.3,16,4,9,3.3
2023-02-01,2980,359.4,19.1,17.1,4.2,10,2.2
2023-01-01,2980,265.6,18.6,17.5,4.2,8,1.5
2023-07-01,2980,69.2,10,9.4,4.3,18,1.9
2023-06-01,2980,201,11.4,11.1,3.7,-,2
2023-03-01,2980,70,17,14.1,3.4,9,2.4
2023-05-01,2980,42.6,13.8,13,3.5,7,3.3
2023-11-01,2980,110,15.3,13,4,11,2.4
2023-10-01,2980,39,14,11.1,4.6,17,3
2023-09-01,2980,90.6,13.1,10.5,4.4,-,2.4
2024-04-01,2980,27.6,15,12.5,3.5,10,3.1
2024-08-01,2980,-,-,-,-,-,-
2024-12-01,2980,-,-,-,-,-,-
2024-02-01,2980,22.4,19,15.6,3.6,11,2.2
2024-01-01,2980,138.8,20.2,16.5,3.8,11,2.7
2024-07-01,2980,-,9.6,9.4,2.9,-,2
2024-06-01,2980,-,10.7,10.4,3.1,-,2.2
2024-03-01,2980,1.6,16.4,12.3,4.1,18,2.8
2024-05-01,2980,83,10.9,10,3.5,11,1.6
2024-11-01,2980,-,-,-,-,-,-
2024-10-01,2980,-,-,-,-,-,-
2024-09-01,2980,-,-,-,-,-,-
