time,predictions,actual,difference
2018-03-01,667.9270691677946,636.711,31.216069167794558
2018-04-01,616.9708535725501,624.963,-7.992146427449825
2018-05-01,644.0843973620124,644.28,-0.1956026379875766
2018-06-01,615.9043017790867,597.254,18.650301779086703
2018-07-01,607.3286895520813,604.333,2.9956895520813305
2018-08-01,611.2007765571573,629.566,-18.365223442842762
2018-09-01,610.6920820484032,620.333,-9.640917951596748
2018-10-01,654.763226441363,671.633,-16.869773558637007
2018-11-01,638.1350612030318,645.05,-6.914938796968158
2018-12-01,674.7344790068296,664.571,10.163479006829562
2019-01-01,673.8109740931314,704.676,-30.865025906868595
2019-02-01,609.8569907250276,662.642,-52.78500927497248
2019-03-01,662.7855925165912,688.714,-25.92840748340882
2019-04-01,617.9284617497412,650.828,-32.89953825025873
2019-05-01,642.9199494135971,650.441,-7.521050586402907
2019-06-01,589.8186428138982,614.915,-25.096357186101727
2019-07-01,603.1982551761453,627.927,-24.728744823854754
2019-08-01,623.5480210031177,654.401,-30.852978996882257
2019-09-01,613.6241346496562,638.476,-24.851865350343814
2019-10-01,647.791372305191,674.86,-27.068627694809038
2019-11-01,637.3587656860442,652.788,-15.429234313955817
2019-12-01,672.8560474024704,694.489,-21.632952597529652
2020-01-01,678.96768428241,711.683,-32.71531571758999
2020-02-01,618.6286185579374,651.148,-32.51938144206258
2020-03-01,661.67165422347,674.092,-12.420345776529985
2020-04-01,627.7005095496751,638.5195,-10.818990450324918
2020-05-01,643.946234943448,617.572,26.37423494344796
2020-06-01,594.4636356458752,594.216,0.2476356458752207
2020-07-01,615.2063611493387,609.136,6.070361149338737
2020-08-01,629.3387629740133,622.593,6.74576297401336
2020-09-01,620.9459074437574,632.573,-11.627092556242587
2020-10-01,658.6482613697267,681.769,-23.12073863027331
2020-11-01,649.5431755646712,662.689,-13.145824435328791
2020-12-01,661.2571783286769,684.518,-23.26082167132313
2021-01-01,666.6518376612715,650.932,15.719837661271526
2021-02-01,629.0141520793197,625.797,3.2171520793197033
2021-03-01,654.5978486918964,682.599,-28.00115130810366
2021-04-01,623.8962011136899,626.211,-2.3147988863100863
2021-05-01,644.4275483101238,624.162,20.26554831012379
2021-06-01,596.5909973731518,581.23,15.360997373151804
2021-07-01,615.7153769370648,609.979,5.736376937064733
2021-08-01,635.0047423407809,613.885,21.11974234078093
2021-09-01,616.8643020691961,623.487,-6.622697930803838
2021-10-01,658.9702546149971,665.869,-6.89874538500294
2021-11-01,647.1243047864352,651.6,-4.475695213564791
2021-12-01,673.6261645978564,651.446,22.180164597856333
2022-01-01,678.0401770421034,684.213,-6.172822957896528
2022-02-01,635.9377130084622,590.583,45.35471300846223
2022-03-01,670.3704566678143,658.653,11.717456667814304
2022-04-01,629.4249327510955,617.126,12.298932751095549
2022-05-01,635.2125725032257,630.114,5.098572503225682
2022-06-01,592.6663536036077,602.716,-10.04964639639229
2022-07-01,612.0372540534923,621.149,-9.111745946507654
2022-08-01,624.2935068700093,641.631,-17.337493129990662
2022-09-01,618.9634758996079,638.686,-19.722524100392093
2022-10-01,660.3907787150321,681.962,-21.57122128496792
2022-11-01,649.8963262669986,661.153,-11.256673733001435
2022-12-01,671.2063741680199,672.325,-1.1186258319801254
2023-01-01,687.4903419487123,702.339,-14.84865805128777
2023-02-01,620.2739721921046,634.913,-14.639027807895445
2023-03-01,665.9722832943874,659.158,6.814283294387337
2023-04-01,626.4055722942584,614.385,12.020572294258386
2023-05-01,636.0059689779824,643.984,-7.978031022017603
2023-06-01,594.6722269308931,597.214,-2.5417730691069664
2023-07-01,623.7811259729457,611.774,12.007125972945687
2023-08-01,632.150238198279,644.076,-11.925761801721023
2023-09-01,623.0050191027273,644.333,-21.32798089727271
2023-10-01,665.8959057682149,685.855,-19.959094231785116
2023-11-01,647.1929242253494,678.651,-31.458075774650524
2023-12-01,670.4041630159885,710.926,-40.52183698401154
2024-01-01,678.4084564200477,716.667,-38.25854357995229
2024-02-01,620.8769913622734,681.095,-60.2180086377266
2024-03-01,655.3594417243281,701.394,-46.034558275671884
2024-04-01,624.8915093708637,642.926,-18.03449062913637
2024-05-01,631.816001405001,663.393,-31.576998594999054
2024-06-01,594.491771723086,587.121,7.370771723086023
