,predictions,actual,difference
2018-03-01,643.0916492349853,640.483,2.6086492349853643
2018-04-01,597.1110922633125,556.939,40.17209226331249
2018-05-01,643.9372691177059,625.272,18.66526911770586
2018-06-01,623.5022764233414,608.06,15.442276423341468
2018-07-01,643.7863283846899,637.602,6.184328384689934
2018-08-01,644.8051012629559,645.834,-1.0288987370440736
2018-09-01,606.786550456692,598.433,8.353550456692005
2018-10-01,609.2548710014427,616.684,-7.429128998557303
2018-11-01,609.7649170464009,616.983,-7.218082953599037
2018-12-01,607.1225955353873,602.131,4.991595535387319
2019-01-01,618.034019405923,617.86,0.1740194059229907
2019-02-01,594.5668240124305,589.5,5.066824012430516
2019-03-01,642.6111335091874,620.742,21.869133509187463
2019-04-01,583.313038347793,590.951,-7.637961652206968
2019-05-01,636.9163634298338,627.938,8.978363429833848
2019-06-01,614.2406397630868,611.657,2.5836397630868078
2019-07-01,642.008345054015,635.601,6.407345054014968
2019-08-01,643.9183388447009,653.708,-9.789661155299086
2019-09-01,604.3240903505678,601.148,3.1760903505677334
2019-10-01,610.5561437826315,622.217,-11.660856217368519
2019-11-01,612.0826228154996,617.333,-5.250377184500394
2019-12-01,606.2043454270005,606.834,-0.6296545729994705
2020-01-01,618.3487689072125,613.877,4.4717689072125495
2020-02-01,593.6645269553038,609.013,-15.34847304469622
2020-03-01,637.1310511669308,574.527,62.60405116693073
2020-04-01,586.8529244775835,385.863,200.98992447758354
2020-05-01,637.0147417667171,565.772,71.24274176671702
2020-06-01,611.0307056760795,591.609,19.421705676079455
2020-07-01,494.4661618319335,619.595,-125.12883816806652
2020-08-01,626.6637515320701,587.132,39.53175153207019
2020-09-01,557.5471232570113,594.759,-37.21187674298869
2020-10-01,594.684000299653,617.176,-22.491999700347037
2020-11-01,575.9918943671637,601.777,-25.78510563283635
2020-12-01,582.5593195821626,598.512,-15.952680417837314
2021-01-01,595.1370810149658,595.403,-0.2659189850342045
2021-02-01,579.150032151745,558.262,20.88803215174505
2021-03-01,586.2391957126133,599.504,-13.26480428738671
2021-04-01,470.4448687950385,586.229,-115.78413120496157
2021-05-01,578.6109613674187,619.057,-40.44603863258135
2021-06-01,584.8399110821849,608.353,-23.513088917815026
2021-07-01,624.050999087432,636.264,-12.213000912567963
2021-08-01,619.6056806649798,578.139,41.466680664979776
2021-09-01,590.1949565709853,517.358,72.83695657098531
2021-10-01,601.221010180769,560.132,41.08901018076904
2021-11-01,593.086517202118,573.459,19.627517202118042
2021-12-01,581.3429346185164,600.481,-19.138065381483557
2022-01-01,586.09180350742,605.695,-19.603196492580082
2022-02-01,563.335660373659,582.852,-19.516339626340937
2022-03-01,599.6325095246905,620.258,-20.62549047530956
2022-04-01,536.305011539436,555.466,-19.160988460564
2022-05-01,603.4235961920543,578.928,24.495596192054336
2022-06-01,594.119958973689,573.848,20.27195897368904
2022-07-01,620.4315964005912,599.222,21.20959640059118
2022-08-01,605.9123015843187,604.656,1.2563015843187486
2022-09-01,569.4108363178897,569.075,0.33583631788962975
2022-10-01,582.2103653021437,566.314,15.89636530214375
2022-11-01,582.7771217154168,559.031,23.746121715416848
2022-12-01,581.7346765655076,563.684,18.050676565507615
2023-01-01,584.624790670523,556.42,28.20479067052304
2023-02-01,562.2707755947873,532.234,30.036775594787287
2023-03-01,597.5644576668384,592.61,4.95445766683838
2023-04-01,534.3836899409623,547.969,-13.585310059037738
2023-05-01,588.5928895194515,593.579,-4.986110480548405
2023-06-01,577.7493255891638,579.715,-1.9656744108361863
2023-07-01,604.448143702494,590.036,14.412143702494063
2023-08-01,597.6450076199056,617.742,-20.09699238009432
2023-09-01,562.6198978724269,563.191,-0.5711021275731127
2023-10-01,569.724613746873,564.362,5.36261374687308
2023-11-01,573.0559829738902,558.15,14.905982973890218
2023-12-01,569.1544474778622,561.88,7.274447477862168
2024-01-01,572.2081381482928,582.114,-9.905861851707186
2024-02-01,551.732765759362,574.003,-22.270234240638047
2024-03-01,592.4098145830893,581.185,11.224814583089369
2024-04-01,536.7509453144052,555.173,-18.422054685594844
2024-05-01,593.51110307229,593.491,0.020103072289998636
2024-06-01,576.2214615510485,558.837,17.384461551048503
